Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
BEGIN AGAIN,81,83,R,"Comedy, Drama, Romance",English,John Carney,"Tobin Armbrust, Anthony Bregman, Judd Apatow",John Carney,2014-07-02,2014-10-28,$16.2M,1h 44m,Weinstein Co.,,,
THE CROODS: A NEW AGE,94,77,PG,"Kids & Family, Comedy, Adventure, Animation",English,Joel Crawford,Mark Swift,"Kevin Hageman, Dan Hageman, Paul Fisher, Bob Logan",2020-11-25,2020-12-17,$58.5M,1h 35m,Universal Pictures,"DTS, Dolby Digital, Dolby Atmos",Scope (2.35:1),
THE DEATH OF STALIN,78,95,R,Comedy,English,Armando Iannucci,"Nicolas Duval-Adassovsky, Kevin Loader, Laurent Zeitoun, Yann Zenou","Armando Iannucci, David Schneider, Ian Martin",2018-03-09,2018-06-11,$8.0M,1h 47m,IFC Films,,Flat (1.85:1),
TRAINSPOTTING,93,90,R,"Comedy, Drama",English,Danny Boyle,Andrew Macdonald,John Hodge,1996-07-19,2004-06-01,$16.6M,1h 34m,Miramax Films,"Dolby Stereo, Dolby A, Stereo, Surround, Dolby Digital, Dolby SR",Flat (1.85:1),
SURF'S UP,70,79,PG,"Kids & Family, Comedy, Adventure, Animation",English,"Ash Brannon, Chris Buck",Christopher Jenkins,"Don Rhymer, Ash Brannon, Chris Buck, Christopher Jenkins",2007-06-08,2007-10-09,,1h 25m,,"Dolby SRD, DTS, SDDS",Flat (1.85:1),
FIRST COW,64,96,PG-13,"Western, Drama",English,Kelly Reichardt,"Neil Kopp, Vincent Savino, Anish Savjani","Jonathan Raymond, Kelly Reichardt",2020-03-06,2020-07-10,$161.0K,2h 2m,A24,,,
TOTAL RECALL,79,83,R,"Sci-Fi, Action",English,Paul Verhoeven,"Buzz Feitshans, Ronald Shusett","Philip K. Dick, Jon Povill, Gary Goldman",1990-06-01,2002-05-21,$117.8M,1h 49m,"Artisan Entertainment, Live Video, TriStar Pictures, Image Entertainment Inc.","Surround, Magnetic Stereo 6 Track, Dolby SR, Stereo",35mm,
TRIANGLE,66,80,R,"Horror, Mystery & Thriller",English,Christopher Smith,"Julie Baines, Chris Brown, Jason Newmark",Christopher Smith,,2010-02-02,,1h 39m,,,,
GRAN TORINO,90,81,R,Drama,English,Clint Eastwood,"Clint Eastwood, Robert Lorenz, Bill Gerber",Nick Schenk,2009-01-09,2009-06-09,$148.1M,1h 57m,Warner Bros.,,,
SUSPIRIA,83,94,R,"Horror, Mystery & Thriller",Italian,Dario Argento,,"Thomas De Quincey, Dario Argento, Daria Nicolodi",1977-02-01,2007-09-25,,1h 32m,"Anchor Bay Entertainment, Joseph Brenner Associates Inc. [us], Fox Lorber",Dolby,Scope (2.35:1),
THE WRETCHED,47,74,None,"Horror, Mystery & Thriller",English,"Brett Pierce, Drew T. Pierce","Ed Polgardy, Chang Tseng","Brett Pierce, Drew T. Pierce",2020-05-01,2020-04-29,$1.8M,1h 35m,IFC Midnight,,Scope (2.35:1),
ZATHURA,51,76,PG,"Kids & Family, Adventure, Sci-Fi, Fantasy",English,Jon Favreau,"William Teitler, Michael De Luca",David Koepp,2005-11-11,2006-02-14,$28.0M,1h 41m,Sony Pictures Entertainment,Surround,,
BLACK MASS,68,73,R,"Biography, Crime, Drama",English,Scott Cooper,"John Lesher, Brian Oliver, Scott Cooper, Patrick McCormick, Tyler Thompson","Mark Mallouk, Jez Butterworth",2015-09-18,2016-02-16,$62.6M,2h 2m,Warner Bros.,Dolby Digital,Scope (2.35:1),
DOWNTON ABBEY,94,84,PG,Drama,English,Michael Engler,"Gareth Neame, Julian Fellowes, Liz Trubridge",Julian Fellowes,2019-09-20,2019-09-20,$96.8M,2h 2m,Focus Features,,Scope (2.35:1),
FIRST LOVE,88,98,None,"Crime, Drama, Comedy",Japanese,Takashi Miike,"Misako Saka, Jeremy Thomas",Masa Nakamura,2019-09-27,2019-10-24,$218.3K,1h 48m,Well Go USA,,,
STRAIGHT OUTTA COMPTON,91,89,R,"Biography, Drama, Music",English,F. Gary Gray,"Ice Cube, Tomica Woods-Wright, Matt Alvarez, F. Gary Gray, Scott Bernstein, Dr. Dre","Jonathan Herman, Andrea Berloff",2015-08-14,2016-01-19,$161.0M,2h 27m,Universal Pictures,"SDDS, Datasat, Dolby Digital",Scope (2.35:1),
THE NIGHTINGALE,73,86,R,"Mystery & Thriller, Adventure, Drama",English,Jennifer Kent,"Kristina Ceyton, Bruna Papandrea, Steve Hutensky, Jennifer Kent",Jennifer Kent,2019-08-02,2019-10-25,$400.2K,2h 16m,IFC Films,,Academy (1.33:1),
DAS BOOT,96,98,R,"War, Drama",German,Wolfgang Petersen,"Günter Rohrbach, Ortwin Freyermuth","Lothar G. Buchheim, Wolfgang Petersen, Dean Riesner",1981-09-17,2003-10-21,,2h 30m,"Columbia TriStar Home Video, RCA/Columbia, Columbia Pictures","Dolby Digital, SDDS, Dolby, Surround",1.66:1,
REVENGE,58,93,R,Mystery & Thriller,English,Coralie Fargeat,"Marc-Etienne Schwartz, Marc Stanimirovic, Jean-Yves Robin",Coralie Fargeat,2018-05-11,2018-05-13,$99.9K,1h 48m,Neon,,Scope (2.35:1),
THE LAND OF STEADY HABITS,46,83,None,"Comedy, Drama",English,Nicole Holofcener,"Stefanie Azpiazu, Anthony Bregman",Nicole Holofcener,2018-09-14,2018-09-14,,1h 38m,Netflix,,,
WORDS ON BATHROOM WALLS,94,89,PG-13,"Romance, Drama",English,Thor Freudenthal,"Mickey Liddell, Pete Shilaimon",Nick Naveda,2020-08-21,2020-11-08,$2.5M,1h 51m,"LD Entertainment, Roadside Attractions",,Scope (2.35:1),
JUNO,88,94,PG-13,"Comedy, Drama",English,Jason Reitman,"Lianne Halfon, John Malkovich, Mason Novick, Russell Smith",Diablo Cody,2007-12-25,2008-04-15,$143.5M,1h 36m,Fox,"SDDS, Dolby Digital, DTS, Dolby SRD",Flat (1.85:1),
SUNSHINE,73,76,R,Sci-Fi,English,Danny Boyle,Andrew Macdonald,Alex Garland,2007-07-27,2008-01-08,$3.7M,1h 47m,Fox,,,
APOSTLE,54,79,None,"Horror, Mystery & Thriller",English,Gareth Evans,"Gareth Evans, Ed Talfan, Aram Tertzakian",Gareth Evans,,2018-10-12,,2h 9m,,,Scope (2.35:1),
A SIMPLE FAVOR,73,84,R,"Mystery & Thriller, Comedy",English,Paul Feig,"Paul Feig, Jessie Henderson",Jessica Sharzer,2018-09-14,2018-12-18,$53.5M,1h 57m,Lionsgate Films,,,
THE BOY BEHIND THE DOOR,63,97,None,"Horror, Mystery & Thriller",English,"David Charbonier, Justin Powell","Ryan Lewis, John Hermann, Jim Hart, Ryan Scaringe, Rick Rosenthal","David Charbonier, Justin Powell",,2021-07-29,,1h 28m,,,,
WRECK-IT RALPH,86,87,PG,"Kids & Family, Comedy, Adventure, Animation",English,Rich Moore,Clark Spencer,"Phil Johnston, Jennifer Lee",2012-11-02,2013-03-05,$189.4M,1h 41m,Walt Disney,"Dolby Digital, Datasat",,
ONCE,91,97,R,"Romance, Musical, Drama",English,John Carney,Martina Niland,John Carney,2007-05-16,2007-12-04,$9.4M,1h 26m,Fox,,,
STEVE JOBS,73,85,R,"Biography, Drama",English,Danny Boyle,"Mark Gordon, Guymon Casady, Scott Rudin, Danny Boyle, Christian Colson",Aaron Sorkin,2015-10-23,2016-02-16,$17.8M,2h 1m,Universal Pictures,,,
THE SOUND OF MUSIC,91,83,G,"Kids & Family, Musical",English,Robert Wise,Robert Wise,"Oscar Hammerstein II, Richard Rodgers, Howard Lindsay, Russel Crouse, Ernest Lehman",1965-03-02,2002-08-27,$109.0K,2h 54m,20th Century Fox,"Stereo, Magnetic Stereo 6 Track",Scope (2.35:1),
MICHAEL CLAYTON,69,91,R,Drama,English,Tony Gilroy,"Sydney Pollack, Steve Samuels, Jennifer Fox, Kerry Orent",Tony Gilroy,2007-10-12,2008-02-19,$49.0M,2h 0m,Warner Bros.,,,
SWEENEY TODD: THE DEMON BARBER OF FLEET STREET,81,86,R,"Musical, Mystery & Thriller, Crime, Drama",English,Tim Burton,"Richard D. Zanuck, Walter F. Parkes, Laurie MacDonald, John Logan",John Logan,2007-12-21,2008-04-01,$52.9M,1h 57m,Paramount Pictures,"Dolby SRD, DTS, SDDS",Flat (1.85:1),
HELLBOY II: THE GOLDEN ARMY,71,86,PG-13,"Action, Fantasy, Sci-Fi",English,Guillermo del Toro,"Lawrence Gordon, Lloyd Levin, Mike Richardson",Guillermo del Toro,2008-07-11,2008-11-11,$75.8M,2h 0m,Universal Pictures,"Dolby SRD, DTS, SDDS",Flat (1.85:1),
REAR WINDOW,95,98,PG,Mystery & Thriller,English,Alfred Hitchcock,Alfred Hitchcock,"John Michael Hayes, Cornell Woolrich",1954-09-01,2004-09-07,$1.6M,1h 52m,Paramount Pictures,,Flat (1.37:1),
DEVIL IN A BLUE DRESS,70,92,R,"Mystery & Thriller, Crime, Drama",English,Carl Franklin,"Gary Goetzman, Jesse Beaton","Walter Mosley, Carl Franklin",1995-09-29,2001-05-22,$15.9M,1h 42m,"Columbia Tristar, Home Box Office (HBO) [us], TriStar Pictures",Surround,,
THE ENGLISH PATIENT,83,86,R,"Drama, Romance",English,Anthony Minghella,Saul Zaentz,"Michael Ondaatje, Anthony Minghella",1996-11-06,2004-06-29,$78.7M,2h 42m,Miramax Films,"Dolby Digital, DTS, Surround",Flat (1.85:1),
STARDUST,86,77,PG-13,"Fantasy, Adventure",English,Matthew Vaughn,"Matthew Vaughn, Lorenzo di Bonaventura, Michael Dreyer, Neil Gaiman","Matthew Vaughn, Jane Goldman",2007-08-10,2007-12-18,$38.3M,2h 8m,Paramount Pictures,"Dolby SRD, DTS, SDDS",Scope (2.35:1),
PLANET OF THE APES,88,87,G,"Sci-Fi, Adventure",English,Franklin J. Schaffner,Arthur P. Jacobs,"Michael Wilson, Rod Serling",1968-02-08,2003-10-14,,1h 52m,20th Century Fox,"Stereo, Mono",Scope (2.35:1),Planet of the Apes
THE BFG,57,74,PG,"Kids & Family, Fantasy, Adventure",English,Steven Spielberg,"Steven Spielberg, Frank Marshall, Sam Mercer",Melissa Mathison,2016-07-01,2016-11-29,$55.5M,1h 55m,Walt Disney,,,
CRASH,88,74,R,Drama,English,Paul Haggis,"Cathy Schulman, Tom Nunan, Mark R. Harris, Don Cheadle, Paul Haggis, Bobby Moresco","Paul Haggis, Bobby Moresco",2005-05-06,2005-09-06,$54.6M,1h 52m,Lionsgate Films,Surround,Scope (2.35:1),
WEDDING CRASHERS,70,75,R,Comedy,English,David Dobkin,"Andrew Panay, Peter Abrams, Robert L. Levy","Steve Faber, Bob Fisher",2005-07-15,2006-01-03,$209.2M,1h 59m,New Line Cinema,"SDDS, DTS, Surround, Dolby SRD",Scope (2.35:1),
ALADDIN,92,95,G,"Kids & Family, Musical, Comedy, Adventure, Fantasy, Animation",English,"Ron Clements, John Musker","Ron Clements, John Musker","Roger Allers, Ron Clements, Ted Elliott, John Musker, Terry Rossio",1992-11-25,2015-10-13,$217.0M,1h 30m,"Buena Vista Pictures, Walt Disney Pictures","Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.66:1),
HOLES,76,78,PG,"Kids & Family, Adventure",English,Andrew Davis,"Andrew Davis, Mike Medavoy, Lowell D. Blank, Teresa Tucker-Davies","Louis Sachar, Louis Sachar",2003-04-18,2006-06-04,$67.3M,1h 58m,Walt Disney Pictures,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby EX, Dolby Digital",Flat (1.85:1),
OUIJA: ORIGIN OF EVIL,57,83,PG-13,"Horror, Mystery & Thriller",English,Mike Flanagan,"Michael Bay, Andrew Form, Brad Fuller, Jason Blum, Brian Goldner, Stephen Davis","Mike Flanagan, Jeff Howard",2016-10-21,2017-01-17,$34.9M,1h 39m,Universal Pictures,"Datasat, Dolby Digital, DTS, Dolby Atmos, SDDS",Flat (1.85:1),
GHOST,80,75,PG-13,"Fantasy, Romance",English,Jerry Zucker,Lisa Weinstein,Bruce Joel Rubin,1990-07-13,2001-04-24,$214.3M,2h 7m,Paramount Pictures,"Stereo, Dolby SR, Surround",35mm,
HAPPY FEET,70,76,PG,"Kids & Family, Adventure, Musical, Comedy, Animation",English,George Miller,"George Miller, Doug Mitchell","Warren Coleman, John Collee",2006-11-17,2007-03-27,$198.0M,1h 48m,Warner Bros. Pictures,"SDDS, DTS, Dolby SRD",Scope (2.35:1),
THE BOURNE IDENTITY,93,84,PG-13,"Action, Mystery & Thriller",English,Doug Liman,"Richard N. Gladstein, Patrick Crowley, Doug Liman","William Blake Herron, Tony Gilroy, David Self, Robert Ludlum",2002-06-14,2003-01-21,$121.5M,1h 53m,Universal Pictures,"Dolby Digital, Dolby SR, SDDS, Dolby Stereo, DTS, Surround, Dolby A",Scope (2.35:1),The Bourne Collection
BLAZING SADDLES,91,89,R,"Comedy, Western",English,Mel Brooks,Michael Hertzberg,"Andrew Bergman, Andrew Bergman, Mel Brooks, Richard Pryor, Norman Steinberg, Alan Uger",1974-02-07,2007-05-15,,1h 33m,Warner Bros. Pictures,,Scope (2.35:1),
THE POST,73,88,PG-13,"History, Drama",English,Steven Spielberg,"Amy Pascal, Kristie Macosko Krieger, Steven Spielberg","Liz Hannah, Josh Singer",2018-01-12,2018-04-17,$81.4M,1h 55m,20th Century Fox,Dolby Digital,Flat (1.85:1),
THE WIND RISES,85,88,PG-13,"History, Drama, Biography, Anime",Japanese,"Hayao Miyazaki, Gary Rydstrom",Toshio Suzuki,"Hayao Miyazaki, Mike Jones",2014-02-28,2014-11-18,,2h 6m,Walt Disney,,,
SCENT OF A WOMAN,92,89,R,Drama,English,Martin Brest,Martin Brest,Bo Goldman,1992-12-23,2005-02-01,$62.1M,2h 37m,,"Surround, Stereo",,
THE EMPEROR'S NEW GROOVE,83,86,G,"Kids & Family, Comedy, Animation",English,Mark Dindal,Randy Fullmer,"David Reynolds, Mark Dindal",2000-12-15,2005-10-11,$89.6M,1h 19m,Buena Vista Pictures,"Surround, Dolby SR, Dolby Digital, Dolby Stereo",Flat (1.85:1),
SPEED,76,94,R,"Action, Mystery & Thriller",English,Jan de Bont,Mark Gordon,Graham Yost,1994-06-10,1998-11-03,$121.2M,1h 55m,"20th Century Fox, Fox","Stereo, Dolby Digital, DTS, Surround",,
THE KING'S SPEECH,92,94,R,"History, Drama",English,Tom Hooper,"Iain Canning, Emile Sherman, Gareth Unwin",David Seidler,2011-01-28,2011-04-19,$138.8M,1h 58m,Weinstein Co.,,,
DARK CITY,85,75,R,"Fantasy, Sci-Fi",English,Alex Proyas,"Andrew Mason, Alex Proyas","Alex Proyas, Alex Proyas, Lem Dobbs, David S. Goyer",1998-02-20,2010-04-13,$14.3M,1h 41m,New Line Cinema,"Dolby Stereo, Dolby A, SDDS, Surround, Dolby Digital, Dolby SR",Scope (2.35:1),
LA LLORONA,62,96,None,"Crime, Drama, Horror, Mystery & Thriller",Spanish,Jayro Bustamante,"Jayro Bustamante, Gustavo Matheu, Georges Renand, Marina Peralta","Jayro Bustamante, Lisandro Sanchez",,2020-08-06,,1h 37m,,,Scope (2.35:1),
"LOCK, STOCK AND TWO SMOKING BARRELS",93,75,R,"Comedy, Drama",English,Guy Ritchie,Matthew Vaughn,Guy Ritchie,1998-03-05,2008-03-11,$3.7M,1h 45m,Gramercy Pictures,"Surround, Dolby Digital, Dolby A, Dolby SR",Flat (1.85:1),
OCULUS,53,75,R,"Horror, Mystery & Thriller",English,Mike Flanagan,"Trevor Macy, Marc D. Evans","Mike Flanagan, Jeff Howard",2014-04-11,2014-08-05,$27.7M,1h 45m,Relativity Media,,,
BLOW OUT,81,87,R,Mystery & Thriller,English,Brian De Palma,George Litto,Brian De Palma,1981-07-24,2001-08-28,,1h 48m,,Surround,,
THE AVIATOR,79,86,PG-13,"Biography, History, Drama",English,Martin Scorsese,"Michael Mann, Chris Brigham, Sandy Climan, Leonardo DiCaprio, Charles Evans Jr., Graham King",John Logan,2004-12-25,2005-05-24,$102.6M,2h 46m,Miramax Films,"Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),
THE DROP,76,89,R,"Crime, Drama",English,Michaël R. Roskam,"Peter Chernin, Jenno Topping",Dennis Lehane,2014-09-12,2015-01-20,$10.7M,1h 47m,Fox Searchlight,,,
THE WHITE TIGER,80,91,R,Drama,Hindi,Ramin Bahrani,"Ramin Bahrani, Mukul Deora",Ramin Bahrani,2021-01-13,2021-01-22,,2h 6m,,,Scope (2.35:1),
WILLY WONKA AND THE CHOCOLATE FACTORY,87,91,G,"Kids & Family, Fantasy",English,Mel Stuart,"Stan Margulies, David L. Wolper","Roald Dahl, Roald Dahl",1971-01-01,2005-06-21,,1h 38m,Paramount Pictures,Stereo,Flat (1.85:1),
FRANCES HA,77,93,R,Comedy,English,Noah Baumbach,"Noah Baumbach, Scott Rudin, Lila Yacoub, Rodrigo Teixeira","Noah Baumbach, Greta Gerwig",2013-05-17,2013-11-12,$4.1M,1h 25m,IFC Films,,,
INSIDE LLEWYN DAVIS,74,92,R,"Drama, Comedy, Music",English,"Joel Coen, Ethan Coen","Scott Rudin, Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",2013-12-20,2014-03-11,$13.2M,1h 44m,CBS Films,"SDDS, Dolby Digital, Datasat",Flat (1.85:1),
SIDEWAYS,79,97,R,"Comedy, Drama",English,Alexander Payne,"Michael London, George Parra","Rex Pickett, Alexander Payne",2004-10-22,2005-04-05,$71.5M,2h 6m,Fox,"Surround, Dolby SRD",Flat (1.37:1),
SHAOLIN SOCCER,84,90,None,"Comedy, Action",Chinese,"Stephen Chow, Lee Lik-Chi",Kwok-fai Yeung,"Stephen Chow, Kan-Cheung Tsang, Lee Lik-Chi, Min Hun Fung",,2004-08-24,$488.9K,1h 51m,,Surround,,
ZOMBIELAND,86,89,R,"Comedy, Horror",English,Ruben Fleischer,Gavin Polone,"Rhett Reese, Paul Wernick",2009-10-02,2010-02-02,$75.6M,1h 27m,Sony Pictures Entertainment,"Dolby Digital, DTS, SDDS",Scope (2.35:1),
BACK TO THE FUTURE PART III,78,80,PG,"Comedy, Sci-Fi, Western, Fantasy, Adventure",English,Robert Zemeckis,"Neil Canton, Bob Gale",Bob Gale,1990-05-25,2010-08-17,,1h 58m,"Universal Pictures, MCA/Universal Pictures [us]","Surround, Dolby SR, Magnetic Stereo 6 Track","70mm, 35mm",
LET THEM ALL TALK,50,87,R,"Comedy, Drama",English,Steven Soderbergh,Gregory Jacobs,Deborah Eisenberg,,2020-12-10,,1h 53m,,,Scope (2.35:1),
THE HOURS,84,79,PG-13,Drama,English,Stephen Daldry,Scott Rudin,"Michael Cunningham, David Hare",2002-12-27,2003-06-24,$41.6M,1h 54m,Paramount Pictures,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",,
SIDE EFFECTS,70,81,R,"Drama, Mystery & Thriller",English,Steven Soderbergh,"Lorenzo di Bonaventura, Gregory Jacobs, Scott Z. Burns",Scott Z. Burns,2013-02-08,2013-05-21,$32.2M,1h 45m,Open Road,,,
INCENDIES,92,91,R,Drama,French (Canada),Denis Villeneuve,"Luc Déry, Kim McCraw","Valérie Beaugrand-Champagne, Denis Villeneuve, Wajdi Mouawad",2011-04-22,2011-03-15,$6.9M,2h 10m,Sony Pictures Classics,,,
KILLING THEM SOFTLY,44,74,R,"Crime, Drama",English,Andrew Dominik,"Brad Pitt, Dede Gardner, Steve Schwartz, Paula Mae Schwartz, Anthony Katagas",Andrew Dominik,2012-11-30,2013-03-26,$14.9M,1h 37m,Weinstein Co.,"Dolby Digital, DTS",,
LOVE & FRIENDSHIP,59,96,PG,Comedy,English,Whit Stillman,"Katie Holly, Lauranne Bourrachot, Whit Stillman",Whit Stillman,2016-05-27,2016-08-30,$14.0M,1h 33m,Roadside Attractions,,,
MILLION DOLLAR BABY,90,90,PG-13,Drama,English,Clint Eastwood,"Clint Eastwood, Albert S. Ruddy, Tom Rosenberg, Paul Haggis",Paul Haggis,2004-12-15,2005-07-12,$100.4M,2h 12m,Warner Bros.,"Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),
A SIMPLE PLAN,81,90,R,"Mystery & Thriller, Crime, Drama",English,Sam Raimi,Adam Schroeder,Scott B. Smith,1998-09-12,1999-06-22,$16.3M,2h 1m,Paramount Pictures,"Dolby Digital, DTS, Surround",Flat (1.85:1),
GIRLS TRIP,77,92,R,Comedy,English,Malcolm D. Lee,"Will Packer, Malcolm D. Lee","Kenya Barris, Tracy Oliver",2017-07-21,2017-09-28,$115.1M,2h 2m,Universal Pictures,Dolby Digital,Scope (2.35:1),
LETTERS FROM IWO JIMA,86,91,R,"War, History, Drama",English,Clint Eastwood,"Clint Eastwood, Steven Spielberg, Robert Lorenz",Iris Yamashita,2007-02-09,2008-05-06,$13.8M,2h 21m,Warner Bros.,"Dolby Digital, DTS, SDDS",Scope (2.35:1),
THE FIRM,64,76,R,"Drama, Mystery & Thriller",English,Sydney Pollack,"Scott Rudin, John Davis, Sydney Pollack","David Rabe, Robert Towne, David Rayfiel",1993-06-30,2000-05-23,$157.0M,2h 34m,Paramount Pictures,Surround,,
42,85,81,PG-13,"Biography, History, Drama",English,Brian Helgeland,Thomas Tull,Brian Helgeland,2013-04-12,2013-07-16,$95.1M,2h 8m,Warner Bros. Pictures,"Datasat, SDDS, Dolby Digital",,
BEAUTY AND THE BEAST,90,94,G,"Kids & Family, Fantasy, Animation",English,"Gary Trousdale, Kirk Wise",Don Hahn,Linda Woolverton,1991-11-13,2002-08-06,$219.0M,1h 24m,"BV International Pictures [no], Buena Vista Pictures",Surround,,
THE RESCUE,99,96,PG,"Documentary, Drama, Mystery & Thriller",English,"Elizabeth Chai Vasarhelyi, Jimmy Chin","John Battsek, Jimmy Chin, Bob Eisenhardt, P.J. van Sandwijk, Elizabeth Chai Vasarhelyi",,2021-10-08,2021-12-03,,1h 47m,Greenwich Entertainment,Dolby Digital,,
THE SPECTACULAR NOW,76,91,R,"Comedy, Drama",English,James Ponsoldt,"Michelle Krumm, Andrew Lauren, Shawn Levy, Tom McNulty","Scott Neustadter, Michael H. Weber",2013-08-02,2014-01-14,$6.9M,1h 35m,A24,,,
THE KINDERGARTEN TEACHER,68,90,R,Drama,English,Sara Colangelo,"Osnat Handelsman-Keren, Maggie Gyllenhaal, Talia Kleinhendler, Celine Rattray, Trudie Styler",Sara Colangelo,,2018-10-12,,1h 36m,,,,
LOLITA,84,91,None,"Comedy, Drama",English,Stanley Kubrick,James B. Harris,Vladimir Nabokov,1962-06-13,2007-10-23,,2h 32m,"Criterion Collection, Warner Home Vídeo, MGM/UA Home Entertainment Inc., Metro-Goldwyn-Mayer",,,
RISE OF THE PLANET OF THE APES,77,82,PG-13,"Sci-Fi, Action, Adventure",English,Rupert Wyatt,"Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver","Rick Jaffa, Amanda Silver",2011-08-05,2011-12-13,$176.7M,1h 45m,20th Century Fox,"Dolby, DTS",,Planet of the Apes
STAR TREK INTO DARKNESS,89,84,PG-13,"Sci-Fi, Adventure, Action, Fantasy",English,J.J. Abrams,"J.J. Abrams, Bryan Burk, Damon Lindelof, Alex Kurtzman, Roberto Orci","Alex Kurtzman, Roberto Orci, Damon Lindelof",2013-05-16,2013-09-10,$228.8M,2h 12m,Paramount Pictures,"Dolby Atmos, Datasat",,Star Trek
THE STANFORD PRISON EXPERIMENT,75,84,R,"History, Drama",English,Kyle Patrick Alvarez,"Brent Emery, Lizzie Friedman, Karen Lauder, Greg Little, Lauren Bratman",Tim Talbott,2015-07-17,2015-11-17,$643.6K,1h 57m,IFC Films,,,
MULAN,85,86,G,"Kids & Family, Musical, Animation",English,"Barry Cook, Tony Bancroft",Pam Coats,"Rita Hsiao, Christopher Sanders, Philip LaZebnik, Raymond Singer, Eugenia Bostwick-Singer",1998-06-19,2004-10-26,$120.6M,1h 28m,Buena Vista Pictures,Surround,,
PHILADELPHIA,89,80,PG-13,"Drama, Lgbtq+",English,Jonathan Demme,"Jonathan Demme, Edward Saxon",Ron Nyswaner,1993-12-22,2002-09-03,$76.0M,2h 5m,"TriStar Pictures, Sony Pictures Entertainment","Dolby, Stereo, SDDS, Surround",Flat (1.85:1),
CARRIE,77,93,R,Horror,English,Brian De Palma,"Brian De Palma, Paul Monash","Lawrence D. Cohen, Stephen King",1976-11-03,1998-09-29,,1h 38m,"Criterion Collection, United Artists, Paramount Pictures, Metro-Goldwyn-Mayer Distributing Corp.",Mono,Flat (1.85:1),
THE CONSTANT GARDENER,82,83,R,"Drama, Mystery & Thriller",English,Fernando Meirelles,Simon Channing Williams,"Jeffrey Caine, John le Carré",2005-08-31,2006-01-10,$33.6M,2h 8m,Focus Features,"Dolby SRD, DTS, Surround",Flat (1.37:1),
LIFE OF BRIAN,93,96,R,Comedy,English (United Kingdom),Terry Jones,John Goldstone,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",1979-08-17,1999-11-16,$150.2K,1h 33m,"Paramount Pictures, Warner Bros., Criterion Collection","Surround, Dolby Stereo",Flat (1.85:1),
DOCTOR ZHIVAGO,88,84,PG-13,"Romance, History, Drama, War",English,David Lean,Carlo Ponti,"Boris Pasternak, Robert Bolt",1965-12-22,2001-11-06,$87.1K,3h 17m,"Metro-Goldwyn-Mayer Distributing Corp., Warner Home Vídeo, Metro-Goldwyn-Mayer, MGM/UA Home Entertainment Inc.",,,
HAPPY AS LAZZARO,81,91,PG-13,"Fantasy, Sci-Fi, Drama",Italian,Alice Rohrwacher,"Carlo Cresto-Dina, Gregory Gajos, Pierre-François Piet, Tiziana Soudani, Michael Weber",Alice Rohrwacher,,2018-11-30,,2h 5m,,,1.66:1,
THE SHALLOWS,59,78,PG-13,"Mystery & Thriller, Adventure",English,Jaume Collet-Serra,"Lynn Harris, Matti Leshem",Anthony Jaswinski,2016-06-24,2016-09-27,$55.1M,1h 27m,Sony Pictures Entertainment,Dolby Digital,Scope (2.35:1),
A FISTFUL OF DOLLARS,91,96,R,Western,Italian,Sergio Leone,"Arrigo Colombo, Giorgio Papi",Adriano Bolzoni,1964-01-18,2006-08-01,,1h 36m,"Tobis Filmkunst, Unidis, Metro-Goldwyn-Mayer Distributing Corp., MGM/UA Home Entertainment Inc., Ízaro Films S.A., Metro-Goldwyn-Mayer, United Artists",Mono,,
THE ADVENTURES OF TINTIN,74,74,PG,"Kids & Family, Adventure, Animation",English,Steven Spielberg,"Steven Spielberg, Kathleen Kennedy, Peter Jackson","Steven Moffat, Edgar Wright, Joe Cornish",2011-12-21,2012-03-13,$77.6M,1h 47m,Paramount Pictures,"SDDS, Dolby Digital, DTS",,
TEAM AMERICA: WORLD POLICE,80,77,R,"Comedy, Action",English,"Trey Parker, Matt Stone","Trey Parker, Matt Stone","Trey Parker, Matt Stone, Pam Brady",2004-10-15,2005-05-17,$32.8M,1h 38m,Paramount Pictures,"Dolby SRD, SDDS, Surround, DTS",Scope (2.35:1),
MANK,60,83,R,"Biography, Comedy, Drama",English,David Fincher,"Ceán Chaffin, David Fincher, Eric Roth, Douglas Urbanski",Jack Fincher,2020-11-13,2020-12-04,,2h 12m,Netflix,,,
AS GOOD AS IT GETS,86,85,PG-13,"Comedy, Drama, Lgbtq+",English,James L. Brooks,"James L. Brooks, Bridget Johnson, Kristi Zea","Mark Andrus, Mark Andrus, James L. Brooks",1997-12-19,2000-12-26,$147.6M,2h 18m,"TriStar Pictures, Sony Pictures Entertainment","Surround, Dolby Digital",,
