Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
ESCAPE FROM NEW YORK,77,86,R,"Action, Sci-Fi",English,John Carpenter,"Larry J. Franco, Debra Hill",,1981-07-10,2004-02-02,,1h 40m,"Metro-Goldwyn-Mayer, MGM/UA Home Entertainment Inc., Embassy Pictures, AVCO Embassy Pictures",Surround,,
HIGH FIDELITY,90,91,R,"Romance, Comedy",English,Stephen Frears,"Tim Bevan, Rudd Simmons","Nick Hornby, D.V. DeVincentis, Steve Pink, John Cusack, Scott Rosenberg",2000-03-31,2003-04-08,$27.3M,1h 53m,Touchstone Pictures,"Dolby Stereo, DTS, SDDS, Surround, Dolby Digital, Dolby SR",Flat (1.85:1),
ALPHA,71,80,PG-13,"Adventure, Drama",English,Albert Hughes,"Andrew Rona, Albert Hughes",Dan Wiedenhaupt,2018-08-17,2018-03-17,$35.9M,1h 37m,"Sony Pictures Entertainment, Columbia Pictures",Dolby Atmos,Scope (2.35:1),
BIG NIGHT,84,97,R,Drama,English,"Campbell Scott, Stanley Tucci",Jonathan Filley,"Joseph Tropiano, Stanley Tucci",1996-01-24,1998-04-07,$12.0M,1h 47m,Samuel Goldwyn Company,,,
THE SECRET WORLD OF ARRIETTY,85,94,G,"Kids & Family, Fantasy, Adventure, Anime",Japanese,"Hiromasa Yonebayashi, Gary Rydstrom",Toshio Suzuki,"Hayao Miyazaki, Keiko Niwa, Karey Kirkpatrick",2012-02-17,2012-05-22,,1h 35m,Walt Disney,"SDDS, Dolby Digital, Datasat",Flat (1.85:1),
VENUS,74,88,R,"Drama, Romance",English,Roger Michell,Kevin Loader,Hanif Kureishi,2006-12-21,2007-05-22,$3.3M,1h 35m,Miramax Films,,,
INVICTUS,75,76,PG-13,"Drama, Biography",English,Clint Eastwood,"Clint Eastwood, Lori McCreary, Robert Lorenz, Mace Neufeld",Anthony Peckham,2009-12-11,2010-05-18,$37.5M,2h 14m,Warner Bros.,"SDDS, Dolby Digital, DTS",,
THE WARRIORS,88,88,R,Action,English,Walter Hill,Lawrence Gordon,"Walter Hill, David Shaber, Sol Yurick",1979-02-09,2005-10-04,,1h 30m,Paramount Pictures,,Flat (1.85:1),
MILLER'S CROSSING,90,93,R,"Crime, Drama",English,"Joel Coen, Ethan Coen","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",1990-09-21,2007-02-06,$4.7M,1h 54m,"Fox, 20th Century Fox","Surround, Dolby SR",,
MOTHER,88,96,R,"Crime, Drama, Mystery & Thriller",Korean,Bong Joon Ho,Choi Jae-won,"Bong Joon Ho, Park Eungyo, Park Wongyu",2010-03-12,2010-05-04,$547.3K,2h 8m,Magnolia Pictures,,,
THE MALTESE FALCON,91,99,None,"Crime, Drama",English,John Huston,,"Dashiell Hammett, John Huston",1941-10-18,2009-09-01,,1h 40m,Warner Bros. Pictures,Mono,,
FLUX GOURMET,54,85,None,Horror,English,Peter Strickland,"Serena Armitage, Pietro Greppi",Peter Strickland,2022-06-24,2022-06-24,$19.1K,1h 51m,IFC Midnight,,,
BACKCOUNTRY,53,92,R,"Drama, Mystery & Thriller, Adventure",English,Adam MacDonald,Thomas Michael,Adam MacDonald,,2015-09-01,,1h 32m,,,,
MAN FROM RENO,81,95,None,"Crime, Drama, Mystery & Thriller",English,Dave Boyle,"Ben Lyon, Ko Mori, Taro Goto, Shôhei Sano, Alex Verba","Dave Boyle, Joel Clark, Michael Lerman",,2016-11-10,$92.9K,1h 51m,,,,
"MCFARLAND, USA",88,80,PG,"Drama, Biography",English,Niki Caro,"Gordon Gray, Mark Ciardi","Christopher Cleveland, Bettina Gilois, Grant Thompson",2015-02-20,2015-06-02,$44.5M,2h 9m,Walt Disney,Dolby Digital,,
SERENITY,91,82,PG-13,"Sci-Fi, Action, Adventure",English,Joss Whedon,Barry Mendel,Joss Whedon,2005-09-30,2005-12-20,$25.3M,1h 59m,Universal Pictures,"Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),
SUPER 8,75,81,PG-13,"Sci-Fi, Mystery & Thriller",English,J.J. Abrams,"Steven Spielberg, J.J. Abrams, Bryan Burk",J.J. Abrams,2011-06-10,2011-11-22,$127.0M,1h 52m,Paramount Pictures,,,
1945,81,97,None,Drama,Hungarian,Ferenc Török,"Iván Angelusz, Péter Reich, Ferenc Török","Gábor T. Szántó, Ferenc Török",2017-11-01,2018-11-07,$1.0M,1h 31m,Menemsha Films,,,
DOG DAY AFTERNOON,90,96,R,"Crime, Drama, Lgbtq+",English,Sidney Lumet,"Martin Bregman, Martin Elfand",Frank Pierson,1975-09-21,1997-12-16,,2h 10m,Warner Bros. Pictures,Mono,35mm,
THE BIRDS,83,94,PG-13,Mystery & Thriller,English,Alfred Hitchcock,Alfred Hitchcock,"Evan Hunter, Daphne Du Maurier",1963-03-28,2003-09-02,,1h 59m,Universal Pictures,Mono,Flat (1.85:1),
YOUNG FRANKENSTEIN,92,94,PG,Comedy,English,Mel Brooks,Michael Gruskoff,"Gene Wilder, Mel Brooks",1974-12-15,2001-08-14,,1h 45m,"Key Video, 20th Century Fox, CBS/Fox",Stereo,"Flat (1.37:1), 35mm, Flat (1.85:1)",
ARCTIC,78,90,PG-13,"Adventure, Drama",English,Joe Penna,"Tim Zajaros, Christopher Lemole, Noah C. Haeussner","Joe Penna, Ryan Morrison",2019-02-01,2019-04-30,$2.4M,1h 37m,Bleecker Street Media,,Scope (2.35:1),
FREAKY FRIDAY,57,88,PG,"Kids & Family, Comedy",English,Mark Waters,Andrew Gunn,"Heather Hach, Leslie Dixon, Mary Rodgers",2003-08-06,2004-12-21,$110.2M,1h 36m,Buena Vista Pictures,Surround,,
HERO,87,94,PG-13,"Action, History, Drama",Chinese,Yimou Zhang,"Yimou Zhang, William Kong","Yimou Zhang, Li Feng, Wang Bin",2004-08-27,2006-12-05,$53.6M,1h 33m,Miramax Films,"Surround, Dolby SRD",Scope (2.35:1),
MISSING LINK,67,88,PG,"Kids & Family, Comedy, Adventure, Animation",English,Chris Butler,"Arianne Sutner, Travis Knight",Chris Butler,2019-04-12,2019-07-09,$16.6M,1h 34m,Annapurna Pictures,"Dolby Digital, Dolby Atmos",Scope (2.35:1),
EASY RIDER,82,84,R,Drama,English,Dennis Hopper,"Peter Fonda, Bob Rafelson","Peter Fonda, Dennis Hopper, Terry Southern",1969-07-14,2004-03-16,,1h 34m,"Columbia Pictures, RCA/Columbia",Mono,"35mm, 16mm, Flat (1.85:1)",
FAIR GAME,65,79,PG-13,"Mystery & Thriller, Drama",English,Doug Liman,"Bill Pohlad, Janet Zucker, Jerry Zucker, Akiva Goldsman, Doug Liman, Jez Butterworth","Jez Butterworth, John-Henry Butterworth",2010-11-19,2011-03-29,$9.5M,1h 47m,Summit Entertainment,"SDDS, DTS, Dolby Digital",Scope (2.35:1),
TRON,69,72,PG,"Kids & Family, Sci-Fi, Action",English,Steven Lisberger,Donald Kushner,"Bonnie MacBird, Steven Lisberger",1982-07-09,2011-04-05,,1h 36m,Buena Vista Pictures,"Surround, Magnetic Stereo 6 Track, Dolby Stereo",,
ELLE,73,91,R,"Mystery & Thriller, Drama",French (France),Paul Verhoeven,"Saïd Ben Saïd, Michel Merkt","David Birke, Philippe Djian, David Birke, Harold Manning",2016-11-11,2017-02-21,$2.3M,2h 11m,Sony Pictures Classics,"Dolby, Dolby Digital",,
FLUSHED AWAY,65,73,PG,"Kids & Family, Comedy, Adventure, Animation",English,"David Bowers, Sam Fell","Cecil Kramer, David Sproxton, Peter Lord","Dick Clement, Ian La Frenais, Christopher Lloyd, Joe Keenan, Will Davies",2006-11-03,2007-02-20,$64.5M,1h 25m,DreamWorks SKG,"SDDS, Dolby Digital, DTS, Dolby SRD",Flat (1.85:1),
MATCH POINT,81,77,R,Drama,English,Woody Allen,Letty Aronson,Woody Allen,2005-12-28,2009-05-05,$23.1M,2h 4m,DreamWorks SKG,Dolby SRD,Flat (1.85:1),
PLEASANTVILLE,79,86,PG-13,Comedy,English,Gary Ross,"Gary Ross, Steven Soderbergh, Jon Kilik, Robert Degus",Gary Ross,1998-09-17,1999-03-23,$40.6M,2h 3m,New Line Cinema,"Surround, Dolby Digital, DTS, SDDS",Flat (1.85:1),
THE DISCREET CHARM OF THE BOURGEOISIE,89,98,PG,Comedy,French (Canada),Luis Buñuel,Serge Silberman,"Luis Buñuel, Jean-Claude Carrière",1972-09-15,2008-10-28,$74.9K,1h 40m,"Applause Video, Media Home Entertainment, Rialto Pictures, 20th Century Fox, Criterion Collection",Mono,,
CAPOTE,82,89,R,"Biography, History, Drama, Crime",English,Bennett Miller,"Caroline Baron, William Vince, Michael Ohoven",Dan Futterman,2005-09-30,2006-03-14,$28.7M,1h 55m,Sony Pictures Classics,,,
GOD'S OWN COUNTRY,87,98,None,"Drama, Romance, Lgbtq+",English (United Kingdom),Francis Lee,"Manon Ardisson, Jack Tarling",Francis Lee,2017-10-25,2018-05-08,$281.5K,1h 44m,"Orion Pictures, Samuel Goldwyn Films",,Flat (1.85:1),
THE AGE OF SHADOWS,82,100,None,"Action, Mystery & Thriller",Korean,Kim Jee-woon,Choi Jeong-hwa,Kim Jee-woon,2016-09-23,2017-05-02,,2h 20m,CJ Entertainment,,,
BUFFALO 66,88,76,R,Drama,English,Vincent Gallo,Chris Hanley,"Vincent Gallo, Alison Bagnall",1998-01-21,2003-06-17,$2.4M,1h 52m,,"Surround, Dolby","35mm, Flat (1.85:1)",
ABOMINABLE,95,82,PG,"Kids & Family, Comedy, Adventure, Animation",English,Jill Culton,"Suzanne Buirgy, Peilin Chou",Jill Culton,2019-09-27,2019-09-27,$60.9M,1h 37m,Universal Pictures,"DTS, Dolby Atmos",Flat (1.85:1),
THUNDERBALL,73,85,PG,Action,English,Terence Young,Kevin McClory,"Ian Fleming, Kevin McClory, Jack Whittingham, Ian Fleming, Richard Maibaum, John Hopkins",1965-12-29,2007-02-06,,2h 10m,United Artists,Mono,Scope (2.35:1),James Bond 007
CRONOS,69,89,R,Horror,English,Guillermo del Toro,"Arthur Gorson, Bertha Navarro",Guillermo del Toro,1993-09-12,2008-03-11,,1h 32m,October Films,Stereo,,
DIRTY HARRY,90,89,R,"Action, Mystery & Thriller, Crime, Drama",English,Don Siegel,Don Siegel,"Harry Julian Fink, Harry Julian Fink, Rita M. Fink, Rita M. Fink, Dean Riesner",1971-01-01,2008-06-03,,1h 43m,Warner Bros. Pictures,Mono,Scope (2.35:1),
EVER AFTER: A CINDERELLA STORY,84,91,PG-13,Romance,English,Andy Tennant,"Mireille Soria, Tracey Trench","Andy Tennant, Susannah Grant, Rick Parks",1998-07-29,2003-01-14,$65.7M,2h 2m,"20th Century Fox, 20th Century Fox Home Entertainment, Buena Vista Pictures","Dolby Digital, Surround","35mm, Scope (2.35:1)",
FINDING DORY,84,94,PG,"Kids & Family, Comedy, Adventure, Animation",English,Andrew Stanton,Lindsey Collins,"Andrew Stanton, Victoria Strouse",2016-06-17,2016-11-15,$486.2M,1h 43m,Walt Disney,"Datasat, Dolby Atmos, SDDS, DTS, Dolby Digital",Flat (1.85:1),Pixar
ON BODY AND SOUL,85,90,None,Drama,Hungarian,Ildikó Enyedi,"Ernö Mesterházy, András Muhi, Mónika Mécs",Ildikó Enyedi,,2018-02-02,,1h 56m,,,,
HARD EIGHT,83,82,R,Drama,English,Paul Thomas Anderson,"John S. Lyons, Robert Jones",Paul Thomas Anderson,1996-01-20,1999-10-05,$215.6K,1h 36m,Columbia Tristar,,,
THE THIRD MAN,93,99,None,Mystery & Thriller,English,Carol Reed,"Alexander Korda, Carol Reed, David O. Selznick","Graham Greene, Alexander Korda, Graham Greene",1949-02-01,2008-10-28,$447.0K,1h 44m,"Continental Home Vídeo [br], Selznick International Pictures, Warner Home Vídeo, British Lion Films Ltd., Vintage Video, Spiegel Media GmbH",Mono,Flat (1.37:1),
BOLT,74,89,PG,"Kids & Family, Comedy, Adventure, Animation",English,"Chris Williams, Byron Howard",Clark Spencer,"Dan Fogelman, Chris Williams",2008-11-21,2009-03-22,$114.1M,1h 36m,Walt Disney,SDDS,Flat (1.85:1),
THE IMMIGRANT,60,85,R,"History, Drama",English,James Gray,"Greg Shapiro, Christopher Woodrow, Anthony Katagas, James Gray","James Gray, Ric Menello",2014-05-16,2014-12-16,$2.0M,1h 57m,Weinstein Co.,,,
THE WAY BACK,72,74,PG-13,Drama,English,Peter Weir,"Peter Weir, Joni Levin, Duncan Henderson, Nigel Sinclair","Peter Weir, Keith Clarke",2011-01-21,2011-04-19,$2.7M,2h 13m,Newmarket Film Group,Dolby Digital,,
"HELLO, MY NAME IS DORIS",76,85,R,"Comedy, Drama",English,Michael Showalter,"Daniela Taplin Lundberg, Riva Marker, Daniel Crown, Jordana Mollick, Kevin Mann, Michael Showalter, Laura Terruso","Michael Showalter, Laura Terruso",2016-03-25,2016-06-14,$14.4M,1h 30m,Roadside Attractions,,,
OVER THE HEDGE,71,75,PG,"Kids & Family, Comedy, Adventure, Animation",English,"Tim Johnson, Karey Kirkpatrick","Bonnie Arnold, Christian Kubsch","Len Blum, Lorne Cameron, David Hoselton, Karey Kirkpatrick",2006-05-19,2006-10-17,$155.0M,1h 23m,DreamWorks SKG,"Dolby SRD, DTS, SDDS",Flat (1.85:1),
TAKE SHELTER,81,92,R,"Drama, Mystery & Thriller",English,Jeff Nichols,"Tyler Davidson, Sophia Lin",Jeff Nichols,2011-09-30,2012-02-05,$1.7M,2h 4m,Sony Pictures Classics,,,
THE COLOR OF MONEY,73,88,R,Drama,English,Martin Scorsese,"Irving Axelrod, Barbara De Fina","Walter Tevis, Richard Price",1986-10-17,2005-06-05,$52.3M,1h 59m,Touchstone Pictures,Surround,,
THE BEGUILED,48,78,R,"History, Drama",English,Sofia Coppola,"Roman Coppola, Sofia Coppola, Youree Henley",Sofia Coppola,2017-06-30,2017-10-10,$10.5M,1h 34m,Focus Features,Dolby Digital,,
THE BOURNE SUPREMACY,90,82,PG-13,"Action, Mystery & Thriller",English,Paul Greengrass,"Patrick Crowley, Frank Marshall, Paul L. Sandberg","Tony Gilroy, Robert Ludlum",2004-07-23,2004-12-07,$176.0M,1h 48m,Universal Pictures,"Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),The Bourne Collection
THE MUSTANG,75,95,R,Drama,English,Laure de Clermont-Tonnerre,Alain Goldman,"Laure de Clermont-Tonnerre, Mona Fastvold, Brock Norman Brock",2019-03-15,2019-06-04,$5.0M,1h 36m,Focus Features,,,
DOUBLE INDEMNITY,95,97,None,"Crime, Drama",English,Billy Wilder,Joseph Sistrom,"James M. Cain, Billy Wilder, Raymond Chandler",1944-09-06,2006-08-29,,1h 46m,Paramount Pictures,Mono,,
HAYWIRE,41,80,R,"Action, Mystery & Thriller",English,Steven Soderbergh,Gregory Jacobs,Lem Dobbs,2012-01-20,2012-05-01,$201.7K,1h 32m,Relativity Media,,,
MONSTER'S BALL,67,85,R,Drama,English,Marc Forster,Lee Daniels,"Milo Addica, Will Rokos",2001-12-26,2002-06-11,$31.3M,1h 51m,Lionsgate Films,"Dolby A, Surround, Dolby Digital, Dolby Stereo, Dolby SR, SDDS",Scope (2.35:1),
THE GRADUATE,90,87,PG,"Comedy, Drama",English,Mike Nichols,"Mike Nichols, Lawrence Turman","Charles Webb, Calder Willingham, Buck Henry",1967-12-21,1999-12-07,$285.8K,1h 45m,,Stereo,Scope (2.35:1),
WIN WIN,85,94,R,"Comedy, Drama",English,Tom McCarthy,"Mary Jane Skalski, Michael London, Lisa Marie Falcone",Tom McCarthy,2011-03-18,2011-08-23,$10.2M,1h 46m,Fox Searchlight,,,
FREE SOLO,93,98,PG-13,Documentary,English,"Elizabeth Chai Vasarhelyi, Jimmy Chin","Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes, Shannon Dill",,2018-09-28,2019-02-12,$17.5M,1h 40m,National Geographic Documentary Films,,,
WILD TALES,92,94,R,"Comedy, Drama",Spanish,Damián David Szifron,"Hugo Sigman, Pedro Almodóvar, Agustín Almodóvar, Esther García, Matías Mosteirín",Damián David Szifron,2015-02-20,2015-06-16,$3.1M,2h 2m,Sony Pictures Classics,,,
YOUNG & BEAUTIFUL,61,74,None,Drama,French (France),François Ozon,"Éric Altmayer, Nicolas Altmayer","François Ozon, François Ozon",2014-04-25,2014-08-26,$48.0K,1h 35m,IFC Films,,,
CITY SLICKERS,64,90,PG-13,Comedy,English,Ron Underwood,Irby Smith,"Lowell Ganz, Babaloo Mandel",1991-06-07,2001-05-08,$119.8M,1h 52m,Columbia Pictures,"Surround, Dolby SR",35mm,
MAD MAX 2: THE ROAD WARRIOR,86,95,R,"Action, Adventure",English,George Miller,Byron Kennedy,"Terry Hayes, George Miller, Brian Hannant",,1997-08-22,,1h 35m,,Surround,,
PADDLETON,86,89,None,"Comedy, Drama",English,Alex Lehmann,"Sean Bradley, Alana Carithers, Jay Duplass, Mark Duplass, Mel Eslyn","Mark Duplass, Alex Lehmann",,2019-02-22,,1h 29m,,,,
AMISTAD,79,78,R,"History, Drama",English,Steven Spielberg,"Debbie Allen, Steven Spielberg, Colin Wilson",David Franzoni,1997-12-10,2005-06-07,,2h 32m,"United International Pictures, DreamWorks SKG","Surround, Dolby Digital, DTS, SDDS",35mm,
AZOR,60,98,None,"Drama, Mystery & Thriller",French (France),Andreas Fontana,"David Epiney, Eugenia Mumenthaler",Andreas Fontana,2021-09-10,2021-12-03,$53.3K,1h 40m,MUBI,,,
THE DUKE OF BURGUNDY,65,94,None,"Drama, Lgbtq+",English,Peter Strickland,Andrew Starke,,2015-01-23,2015-09-29,$43.2K,1h 46m,IFC Films,,,
NANNY MCPHEE,64,74,PG,"Kids & Family, Comedy",English,Kirk Jones,"Lindsay Doran, Tim Bevan, Eric Fellner",Emma Thompson,2006-01-27,2006-05-09,$47.1M,1h 39m,Universal,"SDDS, DTS, Surround",Scope (2.35:1),
AMERICAN HONEY,63,79,R,"Comedy, Drama",English,Andrea Arnold,"Lars Knudsen, Jay Van Hoy, Pouya Shahbazian, Alice Weinberg, Thomas Benski, Lucas Ochoa",Andrea Arnold,2016-09-30,2016-12-27,$662.8K,2h 42m,A24,,,
RELIC,51,92,R,"Horror, Drama",English,Natalie Erika James,Jake Gyllenhaal,"Natalie Erika James, Christian White",2020-07-10,2020-06-26,$1.0M,1h 29m,IFC Midnight,,Scope (2.35:1),
TAMPOPO,93,100,None,Comedy,Japanese,Juzo Itami,"Seigo Hosogoe, Juzo Itami, Yasushi Tamaoki",Juzo Itami,1986-09-01,2017-04-25,$224.1K,1h 54m,New Yorker Films,Dolby,Flat (1.85:1),
I LOST MY BODY,83,97,None,"Fantasy, Drama, Animation",French (France),Jérémy Clapin,Marc du Pontavice,"Jérémy Clapin, Guillaume Laurant",2019-11-15,2019-11-29,,1h 21m,Netflix,Dolby Digital,Scope (2.35:1),
THE SAVAGES,75,90,R,"Drama, Comedy",English,Tamara Jenkins,"Ted Hope, Anne Carey, Erica Westheimer",Tamara Jenkins,2007-11-28,2008-04-22,$6.6M,1h 53m,Fox,"SDDS, DTS",,
UNPREGNANT,15,91,PG-13,"Comedy, Drama",English,Rachel Lee Goldenberg,"Greg Berlanti, Erik Feig, Sarah Schechter","Rachel Lee Goldenberg, Jenni Hendriks, Jennifer Kaytin Robinson, Ted Caplan, Bill Parker",,2020-09-10,,1h 43m,,,,
"I, DANIEL BLAKE",85,92,R,Drama,English (United Kingdom),Ken Loach,Rebecca O'Brien,Paul Laverty,2017-06-02,2017-09-19,$258.2K,1h 40m,IFC Films,Dolby Digital,,
SLOW WEST,74,92,R,"Western, Mystery & Thriller",English,John Maclean,"Rachel Gardner, Iain Canning, Emile Sherman, Conor McCaughan",John Maclean,2015-05-15,2015-07-07,$215.6K,1h 31m,A24,,,
SMALLFOOT,62,76,PG,"Kids & Family, Comedy, Adventure, Animation",English,Karey Kirkpatrick,"Bonne Radford, Glenn Ficarra, John Requa","Karey Kirkpatrick, Clare Sera",2018-09-28,2018-12-04,$83.2M,1h 36m,Warner Bros. Pictures,"DTS, Dolby Digital, Dolby Atmos",Scope (2.35:1),
THE CRYING GAME,78,94,R,Mystery & Thriller,English,Neil Jordan,Stephen Woolley,Neil Jordan,1992-11-25,2012-07-03,$60.7M,1h 53m,"Miramax Films, Live Video","Surround, Dolby SR",,
FREEWAY,76,76,R,"Mystery & Thriller, Comedy",English,Matthew Bright,"Chris Hanley, Brad Wyman",Matthew Bright,1996-08-23,2007-04-03,$283.8K,1h 42m,"Roxie Releasing, Republic Pictures",,,
BLACK SEA,59,80,R,"Adventure, Mystery & Thriller",English,Kevin Macdonald,"Kevin Macdonald, Charles Steel",Dennis Kelly,2015-01-23,2015-05-05,$1.2M,1h 55m,Focus Features,Dolby Digital,,
I AM LOVE,68,81,R,"Drama, Romance",Italian,Luca Guadagnino,"Luca Guadagnino, Tilda Swinton","Barbara Alberti, Ivan Cotroneo, Walter Fasano, Luca Guadagnino",2010-06-18,2010-10-12,$5.0M,1h 59m,Magnolia Pictures,,,
METROPOLIS,92,97,None,"Sci-Fi, Drama",German,Fritz Lang,Erich Pommer,"Fritz Lang, Thea von Harbou, Thea von Harbou",1927-03-13,2007-03-22,$1.2M,2h 3m,Paramount Pictures,"Dolby Stereo, Dolby Digital, Dolby A, Dolby SR",Flat (1.85:1),
THE ICE STORM,82,86,R,Drama,English,Ang Lee,"Ted Hope, Ang Lee, James Schamus","Rick Moody, James Schamus",1997-09-27,2002-12-17,$7.9M,1h 53m,"Fox, 20th Century Fox","Dolby Digital, Surround","Flat (1.37:1), 35mm",
YOU ONLY LIVE TWICE,68,74,PG,Action,English,Lewis Gilbert,"Albert R. Broccoli, Harry Saltzman","Ian Fleming, Roald Dahl, Harold Jack Bloom",1967-06-13,2006-12-12,,1h 56m,United Artists,Mono,Scope (2.35:1),James Bond 007
A SECRET LOVE,91,100,None,"Documentary, Drama, Lgbtq+",English,Chris Bolan,"Alexa L. Fogel, Brendan Mason, Ryan Murphy","Chris Bolan, Alexa L. Fogel",,2020-04-29,,1h 23m,,,,
18 1/2,68,77,PG-13,"Mystery & Thriller, Comedy, Drama",English,Dan Mirvish,"Terry Keefe, Dan Mirvish, Daniel Moya","Dan Mirvish, Daniel Moya, Daniel Moya",2022-05-27,2022-07-05,,1h 28m,Adventure Entertainment,,Scope (2.35:1),
ANCHORMAN 2: THE LEGEND CONTINUES,52,75,PG-13,Comedy,English,Adam McKay,"Judd Apatow, Will Ferrell, Adam McKay","Will Ferrell, Adam McKay",2013-12-18,2014-04-01,$127.3M,1h 59m,Paramount Pictures,"Dolby Digital, Datasat",,
DEADWOOD: THE MOVIE,83,-1,TVMA,Western,English,Daniel Minahan,,David Milch,,2019-11-15,,1h 49m,,,,
LIGHT OF MY LIFE,73,82,R,Drama,English,Casey Affleck,"John Powers Middleton, Teddy Schwarzman, Casey Affleck",Casey Affleck,2019-08-09,2019-08-09,,1h 59m,Saban Films,,,
ORDINARY PEOPLE,88,89,R,Drama,English,Robert Redford,Ronald L. Schwary,"Judith Guest, Alvin Sargent",1980-09-19,2001-08-14,,2h 3m,Paramount Pictures,Mono,Flat (1.85:1),
PANIC,62,91,R,Drama,English,Henry Bromell,"Matt Cooper, Andrew Lazar, Lori Miller",Henry Bromell,2000-01-22,2001-06-19,$775.8K,1h 30m,"Roxie Releasing, Artisan Entertainment","Dolby Digital, Dolby A, Dolby SR",Scope (2.35:1),
VILLAINS,78,84,R,"Comedy, Drama",English,"Dan Berk, Robert Olsen","Garrick Dion, Allan Mandelbaum, Trevor White","Dan Berk, Robert Olsen",2019-09-20,2019-09-20,,1h 29m,Gunpowder & Sky,,,
25TH HOUR,85,79,R,Drama,English,Spike Lee,"Jon Kilik, Tobey Maguire, Julia Chasman","David Benioff, David Benioff",2003-01-10,2005-01-25,$13.1M,2h 14m,Touchstone Pictures,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Scope (2.35:1),
BLACKFISH,90,98,PG-13,Documentary,English,Gabriela Cowperthwaite,"Gabriela Cowperthwaite, Manuel Oteyza","Gabriela Cowperthwaite, Eli B. Despres, Tim Zimmerman",2013-07-19,2013-11-12,$2.1M,1h 23m,Magnolia Pictures,,,
COOL RUNNINGS,81,76,PG,"Comedy, Drama",English,Jon Turteltaub,Dawn Steel,"Lynn Siefert, Tommy Swerdlow, Michael Goldberg",1993-10-01,2002-07-02,$68.8M,1h 37m,"Buena Vista Pictures, Gativideo",Surround,,
DOUBT,78,79,PG-13,Drama,English,John Patrick Shanley,"Scott Rudin, Mark Roybal",John Patrick Shanley,2008-12-25,2009-04-07,$33.4M,1h 44m,Miramax Films,,,
EVERYBODY WANTS SOME!!,68,87,R,Comedy,English,Richard Linklater,"Megan Ellison, Richard Linklater, Ginger Sledge",Richard Linklater,2016-04-22,2016-07-12,$3.4M,1h 56m,Paramount Pictures,Dolby Digital,,
INSIDE JOB,91,98,PG-13,Documentary,English,Charles Ferguson,"Charles Ferguson, Audrey Marrs",Charles Ferguson,2010-10-08,2011-03-08,$4.3M,1h 48m,Sony Pictures Classics,,,
KILLER JOE,61,80,TVMA,"Crime, Drama, Mystery & Thriller",English,William Friedkin,"Nicolas Chartier, Scott Einbinder",Tracy Letts,,2012-12-21,$2.0M,1h 41m,,,,
SPLICE,37,75,R,"Sci-Fi, Horror",English,Vincenzo Natali,Steven Hoban,"Vincenzo Natali, Antoinette Terry Bryant, Doug Taylor",2010-06-04,2010-10-05,$17.0M,1h 47m,Warner Bros. Pictures,Dolby Digital,,
A HIDDEN LIFE,72,82,PG-13,"History, Drama, Biography",English,Terrence Malick,"Grant Hill, Dario Bergesio, Josh Jeter, Elisabeth Bentley",Terrence Malick,2019-12-13,2020-01-03,$1.7M,2h 54m,Fox Searchlight,"Dolby Atmos, SDDS, Dolby Digital",Scope (2.35:1),
AUDITION,80,83,R,Horror,Japanese,Takashi Miike,"Satoshi Fukushima, Akemi Suyama","Daisuke Tengan, Ryu Murakami",1999-01-01,2009-10-06,$110.8K,1h 53m,,,,
PLAN B,81,96,None,Comedy,English,Natalie Morales,"Ryan Bennett, Jeremy Garelick, Josh Heald, Dina Hillier, Jon Hurwitz, Mickey Liddell, Matt Lottman, Will Phelps, Hayden Schlossberg, Pete Shilaimon","Joshua Levy, Prathiksha Srinivasan",,2021-05-28,,1h 48m,,,,
BILL & TED'S EXCELLENT ADVENTURE,75,82,PG,Comedy,English,Stephen Herek,"Scott Kroopf, Michael S. Murphey",,1989-02-17,2001-12-04,$39.1M,1h 30m,,"Surround, Stereo",Scope (2.35:1),Bill & Ted
BUTCH CASSIDY AND THE SUNDANCE KID,92,89,PG,"Western, Action",English,George Roy Hill,John Foreman,William Goldman,1969-10-24,2006-06-06,,1h 50m,20th Century Fox,Mono,Scope (2.35:1),
THE MISEDUCATION OF CAMERON POST,76,86,None,"Drama, Lgbtq+",English,Desiree Akhavan,"Michael B. Clark, Cecilia Frugiuele, Jonathan Montepare, Alex Turtletaub","Desiree Akhavan, Cecilia Frugiuele",2018-08-03,2018-12-04,$904.7K,1h 31m,FilmRise,,Flat (1.85:1),
WHEN MARNIE WAS THERE,88,92,PG,"Kids & Family, Drama, Fantasy, Mystery & Thriller, Anime",Japanese,Hiromasa Yonebayashi,"Yoshiaki Nishimura, Koji Hoshino","Hiromasa Yonebayashi, Keiko Niwa, Masashi Ando",2015-05-22,2015-10-06,$314.3K,1h 43m,GKIDS,,,
BEING THERE,92,95,PG,Comedy,English,Hal Ashby,Andrew Braunsberg,Jerzy Kosinski,1979-12-19,2002-02-05,,2h 10m,"United Artists, Warner Bros.",Mono,,
