Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
BEGIN AGAIN,81,83,R (Language),"Comedy, Drama, Romance",English,John Carney,"Tobin Armbrust, Anthony Bregman, Judd Apatow",John Carney,"Jul 2, 2014  Wide","Oct 28, 2014",$16.2M,1h 44m,Weinstein Co.,,,
THE CROODS: A NEW AGE,94,77,PG (Peril|Action|Rude Humor),"Kids & Family, Comedy, Adventure, Animation",English,Joel Crawford,Mark Swift,"Kevin Hageman, Dan Hageman, Paul Fisher, Bob Logan","Nov 25, 2020  Wide","Dec 17, 2020",$58.5M,1h 35m,Universal Pictures,"DTS, Dolby Digital, Dolby Atmos",Scope (2.35:1),
THE DEATH OF STALIN,78,95,R (Some Sexual References|Language Throughout|Violence),Comedy,English,Armando Iannucci,"Nicolas Duval-Adassovsky, Kevin Loader, Laurent Zeitoun, Yann Zenou","Armando Iannucci, David Schneider, Ian Martin","Mar 9, 2018  Limited","Jun 11, 2018",$8.0M,1h 47m,IFC Films,,Flat (1.85:1),
TRAINSPOTTING,93,90,R (Nudity|Graphic Heroin Use|Sex|Some Violence|Strong Language),"Comedy, Drama",English,Danny Boyle,Andrew Macdonald,John Hodge,"Jul 19, 1996  Wide","Jun 1, 2004",$16.6M,1h 34m,Miramax Films,"Dolby Stereo, Dolby A, Stereo, Surround, Dolby Digital, Dolby SR",Flat (1.85:1),
SURF'S UP,70,79,PG (Some Rude Humor|Mild Language),"Kids & Family, Comedy, Adventure, Animation",English,"Ash Brannon, Chris Buck",Christopher Jenkins,"Don Rhymer, Ash Brannon, Chris Buck, Christopher Jenkins","Jun 8, 2007  Wide","Oct 9, 2007",,1h 25m,,"Dolby SRD, DTS, SDDS",Flat (1.85:1),
FIRST COW,64,96,PG-13 (Brief Strong Language),"Western, Drama",English,Kelly Reichardt,"Neil Kopp, Vincent Savino, Anish Savjani","Jonathan Raymond, Kelly Reichardt","Mar 6, 2020  Limited","Jul 10, 2020",$161.0K,2h 2m,A24,,,
TOTAL RECALL,79,83,R,"Sci-Fi, Action",English,Paul Verhoeven,"Buzz Feitshans, Ronald Shusett","Philip K. Dick, Jon Povill, Gary Goldman","Jun 1, 1990  Original","May 21, 2002",$117.8M,1h 49m,"Artisan Entertainment, Live Video, TriStar Pictures, Image Entertainment Inc.","Surround, Magnetic Stereo 6 Track, Dolby SR, Stereo",35mm,
TRIANGLE,66,80,R (Violence|Language),"Horror, Mystery & Thriller",English,Christopher Smith,"Julie Baines, Chris Brown, Jason Newmark",Christopher Smith,,"Feb 2, 2010",,1h 39m,,,,
GRAN TORINO,90,81,R (Some Violence|Language Throughout),Drama,English,Clint Eastwood,"Clint Eastwood, Robert Lorenz, Bill Gerber",Nick Schenk,"Jan 9, 2009  Wide","Jun 9, 2009",$148.1M,1h 57m,Warner Bros.,,,
SUSPIRIA,83,94,R,"Horror, Mystery & Thriller",Italian,Dario Argento,,"Thomas De Quincey, Dario Argento, Daria Nicolodi","Feb 1, 1977  Original","Sep 25, 2007",,1h 32m,"Anchor Bay Entertainment, Joseph Brenner Associates Inc. [us], Fox Lorber",Dolby,Scope (2.35:1),
THE WRETCHED,47,74,,"Horror, Mystery & Thriller",English,"Brett Pierce, Drew T. Pierce","Ed Polgardy, Chang Tseng","Brett Pierce, Drew T. Pierce","May 1, 2020  Limited","Apr 29, 2020",$1.8M,1h 35m,IFC Midnight,,Scope (2.35:1),
ZATHURA,51,76,PG (Peril|Fantasy Action|Some Language),"Kids & Family, Adventure, Sci-Fi, Fantasy",English,Jon Favreau,"William Teitler, Michael De Luca",David Koepp,"Nov 11, 2005  Wide","Feb 14, 2006",$28.0M,1h 41m,Sony Pictures Entertainment,Surround,,
BLACK MASS,68,73,R (Brutal Violence|Brief Drug Use|Language Throughout|Some Sexual References),"Biography, Crime, Drama",English,Scott Cooper,"John Lesher, Brian Oliver, Scott Cooper, Patrick McCormick, Tyler Thompson","Mark Mallouk, Jez Butterworth","Sep 18, 2015  Wide","Feb 16, 2016",$62.6M,2h 2m,Warner Bros.,Dolby Digital,Scope (2.35:1),
DOWNTON ABBEY,94,84,PG (Some Suggestive Material|Language|Thematic Elements),Drama,English,Michael Engler,"Gareth Neame, Julian Fellowes, Liz Trubridge",Julian Fellowes,"Sep 20, 2019  Wide","Sep 20, 2019",$96.8M,2h 2m,Focus Features,,Scope (2.35:1),
FIRST LOVE,88,98,,"Crime, Drama, Comedy",Japanese,Takashi Miike,"Misako Saka, Jeremy Thomas",Masa Nakamura,"Sep 27, 2019  Limited","Oct 24, 2019",$218.3K,1h 48m,Well Go USA,,,
STRAIGHT OUTTA COMPTON,91,89,R (Language Throughout|Drug Use|Strong Sexuality/Nudity|Violence),"Biography, Drama, Music",English,F. Gary Gray,"Ice Cube, Tomica Woods-Wright, Matt Alvarez, F. Gary Gray, Scott Bernstein, Dr. Dre","Jonathan Herman, Andrea Berloff","Aug 14, 2015  Wide","Jan 19, 2016",$161.0M,2h 27m,Universal Pictures,"SDDS, Datasat, Dolby Digital",Scope (2.35:1),
THE NIGHTINGALE,73,86,R (Rape|Language Throughout|Brief Sexuality|Strong Disturbing Content|Strong Violent Content),"Mystery & Thriller, Adventure, Drama",English,Jennifer Kent,"Kristina Ceyton, Bruna Papandrea, Steve Hutensky, Jennifer Kent",Jennifer Kent,"Aug 2, 2019  Limited","Oct 25, 2019",$400.2K,2h 16m,IFC Films,,Academy (1.33:1),
DAS BOOT,96,98,R,"War, Drama",German,Wolfgang Petersen,"Günter Rohrbach, Ortwin Freyermuth","Lothar G. Buchheim, Wolfgang Petersen, Dean Riesner","Sep 17, 1981  Original","Oct 21, 2003",,2h 30m,"Columbia TriStar Home Video, RCA/Columbia, Columbia Pictures","Dolby Digital, SDDS, Dolby, Surround",1.66:1,
REVENGE,58,93,R (Drug Use|A Rape|Strong Bloody Violence|Graphic Nudity|Language|Sexuality),Mystery & Thriller,English,Coralie Fargeat,"Marc-Etienne Schwartz, Marc Stanimirovic, Jean-Yves Robin",Coralie Fargeat,"May 11, 2018  Limited","May 13, 2018",$99.9K,1h 48m,Neon,,Scope (2.35:1),
THE LAND OF STEADY HABITS,46,83,,"Comedy, Drama",English,Nicole Holofcener,"Stefanie Azpiazu, Anthony Bregman",Nicole Holofcener,"Sep 14, 2018  Limited","Sep 14, 2018",,1h 38m,Netflix,,,
WORDS ON BATHROOM WALLS,94,89,PG-13 (Mental Illness|Mature Thematic Content|Smoking|Some Sexual References|Strong Language),"Romance, Drama",English,Thor Freudenthal,"Mickey Liddell, Pete Shilaimon",Nick Naveda,"Aug 21, 2020  Wide","Nov 8, 2020",$2.5M,1h 51m,"LD Entertainment, Roadside Attractions",,Scope (2.35:1),
JUNO,88,94,PG-13 (Mature Thematic Material|Language|Sexual Content),"Comedy, Drama",English,Jason Reitman,"Lianne Halfon, John Malkovich, Mason Novick, Russell Smith",Diablo Cody,"Dec 25, 2007  Wide","Apr 15, 2008",$143.5M,1h 36m,Fox,"SDDS, Dolby Digital, DTS, Dolby SRD",Flat (1.85:1),
SUNSHINE,73,76,R (Violent Content|Language),Sci-Fi,English,Danny Boyle,Andrew Macdonald,Alex Garland,"Jul 27, 2007  Wide","Jan 8, 2008",$3.7M,1h 47m,Fox,,,
APOSTLE,54,79,,"Horror, Mystery & Thriller",English,Gareth Evans,"Gareth Evans, Ed Talfan, Aram Tertzakian",Gareth Evans,,"Oct 12, 2018",,2h 9m,,,Scope (2.35:1),
A SIMPLE FAVOR,73,84,R (Language Throughout|Drug Use|Sexual Content|Some Graphic Nude Images|Violence),"Mystery & Thriller, Comedy",English,Paul Feig,"Paul Feig, Jessie Henderson",Jessica Sharzer,"Sep 14, 2018  Wide","Dec 18, 2018",$53.5M,1h 57m,Lionsgate Films,,,
THE BOY BEHIND THE DOOR,63,97,,"Horror, Mystery & Thriller",English,"David Charbonier, Justin Powell","Ryan Lewis, John Hermann, Jim Hart, Ryan Scaringe, Rick Rosenthal","David Charbonier, Justin Powell",,"Jul 29, 2021",,1h 28m,,,,
WRECK-IT RALPH,86,87,PG (Some Rude Humor|Mild Action/Violence),"Kids & Family, Comedy, Adventure, Animation",English,Rich Moore,Clark Spencer,"Phil Johnston, Jennifer Lee","Nov 2, 2012  Wide","Mar 5, 2013",$189.4M,1h 41m,Walt Disney,"Dolby Digital, Datasat",,
ONCE,91,97,R (Language),"Romance, Musical, Drama",English,John Carney,Martina Niland,John Carney,"May 16, 2007  Limited","Dec 4, 2007",$9.4M,1h 26m,Fox,,,
STEVE JOBS,73,85,R (Language),"Biography, Drama",English,Danny Boyle,"Mark Gordon, Guymon Casady, Scott Rudin, Danny Boyle, Christian Colson",Aaron Sorkin,"Oct 23, 2015  Wide","Feb 16, 2016",$17.8M,2h 1m,Universal Pictures,,,
THE SOUND OF MUSIC,91,83,G,"Kids & Family, Musical",English,Robert Wise,Robert Wise,"Oscar Hammerstein II, Richard Rodgers, Howard Lindsay, Russel Crouse, Ernest Lehman","Mar 2, 1965  Wide","Aug 27, 2002",$109.0K,2h 54m,20th Century Fox,"Stereo, Magnetic Stereo 6 Track",Scope (2.35:1),
MICHAEL CLAYTON,69,91,R (Some Sexual Dialogue|Language),Drama,English,Tony Gilroy,"Sydney Pollack, Steve Samuels, Jennifer Fox, Kerry Orent",Tony Gilroy,"Oct 12, 2007  Wide","Feb 19, 2008",$49.0M,2h 0m,Warner Bros.,,,
SWEENEY TODD: THE DEMON BARBER OF FLEET STREET,81,86,R (Graphic Bloody Violence),"Musical, Mystery & Thriller, Crime, Drama",English,Tim Burton,"Richard D. Zanuck, Walter F. Parkes, Laurie MacDonald, John Logan",John Logan,"Dec 21, 2007  Wide","Apr 1, 2008",$52.9M,1h 57m,Paramount Pictures,"Dolby SRD, DTS, SDDS",Flat (1.85:1),
HELLBOY II: THE GOLDEN ARMY,71,86,PG-13 (Some Language|Sci-Fi Action|Violence),"Action, Fantasy, Sci-Fi",English,Guillermo del Toro,"Lawrence Gordon, Lloyd Levin, Mike Richardson",Guillermo del Toro,"Jul 11, 2008  Wide","Nov 11, 2008",$75.8M,2h 0m,Universal Pictures,"Dolby SRD, DTS, SDDS",Flat (1.85:1),
REAR WINDOW,95,98,PG,Mystery & Thriller,English,Alfred Hitchcock,Alfred Hitchcock,"John Michael Hayes, Cornell Woolrich","Sep 1, 1954  Wide","Sep 7, 2004",$1.6M,1h 52m,Paramount Pictures,,Flat (1.37:1),
DEVIL IN A BLUE DRESS,70,92,R,"Mystery & Thriller, Crime, Drama",English,Carl Franklin,"Gary Goetzman, Jesse Beaton","Walter Mosley, Carl Franklin","Sep 29, 1995  Original","May 22, 2001",$15.9M,1h 42m,"Columbia Tristar, Home Box Office (HBO) [us], TriStar Pictures",Surround,,
THE ENGLISH PATIENT,83,86,R,"Drama, Romance",English,Anthony Minghella,Saul Zaentz,"Michael Ondaatje, Anthony Minghella","Nov 6, 1996  Original","Jun 29, 2004",$78.7M,2h 42m,Miramax Films,"Dolby Digital, DTS, Surround",Flat (1.85:1),
STARDUST,86,77,PG-13 (Some Risque Humor|Fantasy Violence),"Fantasy, Adventure",English,Matthew Vaughn,"Matthew Vaughn, Lorenzo di Bonaventura, Michael Dreyer, Neil Gaiman","Matthew Vaughn, Jane Goldman","Aug 10, 2007  Wide","Dec 18, 2007",$38.3M,2h 8m,Paramount Pictures,"Dolby SRD, DTS, SDDS",Scope (2.35:1),
PLANET OF THE APES,88,87,G,"Sci-Fi, Adventure",English,Franklin J. Schaffner,Arthur P. Jacobs,"Michael Wilson, Rod Serling","Feb 8, 1968  Wide","Oct 14, 2003",,1h 52m,20th Century Fox,"Stereo, Mono",Scope (2.35:1),Planet of the Apes
THE BFG,57,74,PG (Brief Rude Humor|Action/Peril|Some Scary Moments),"Kids & Family, Fantasy, Adventure",English,Steven Spielberg,"Steven Spielberg, Frank Marshall, Sam Mercer",Melissa Mathison,"Jul 1, 2016  Wide","Nov 29, 2016",$55.5M,1h 55m,Walt Disney,,,
CRASH,88,74,R (Sexual Content|Language|Some Violence),Drama,English,Paul Haggis,"Cathy Schulman, Tom Nunan, Mark R. Harris, Don Cheadle, Paul Haggis, Bobby Moresco","Paul Haggis, Bobby Moresco","May 6, 2005  Wide","Sep 6, 2005",$54.6M,1h 52m,Lionsgate Films,Surround,Scope (2.35:1),
WEDDING CRASHERS,70,75,R (Nudity|Language|Sexual Content),Comedy,English,David Dobkin,"Andrew Panay, Peter Abrams, Robert L. Levy","Steve Faber, Bob Fisher","Jul 15, 2005  Wide","Jan 3, 2006",$209.2M,1h 59m,New Line Cinema,"SDDS, DTS, Surround, Dolby SRD",Scope (2.35:1),
ALADDIN,92,95,G,"Kids & Family, Musical, Comedy, Adventure, Fantasy, Animation",English,"Ron Clements, John Musker","Ron Clements, John Musker","Roger Allers, Ron Clements, Ted Elliott, John Musker, Terry Rossio","Nov 25, 1992  Wide","Oct 13, 2015",$217.0M,1h 30m,"Buena Vista Pictures, Walt Disney Pictures","Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.66:1),
HOLES,76,78,PG (Some Thematic Elements|Mild Language|Violence),"Kids & Family, Adventure",English,Andrew Davis,"Andrew Davis, Mike Medavoy, Lowell D. Blank, Teresa Tucker-Davies","Louis Sachar, Louis Sachar","Apr 18, 2003  Wide","Jun 4, 2006",$67.3M,1h 58m,Walt Disney Pictures,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby EX, Dolby Digital",Flat (1.85:1),
OUIJA: ORIGIN OF EVIL,57,83,PG-13 (Terror|Disturbing Images|Thematic Elements),"Horror, Mystery & Thriller",English,Mike Flanagan,"Michael Bay, Andrew Form, Brad Fuller, Jason Blum, Brian Goldner, Stephen Davis","Mike Flanagan, Jeff Howard","Oct 21, 2016  Wide","Jan 17, 2017",$34.9M,1h 39m,Universal Pictures,"Datasat, Dolby Digital, DTS, Dolby Atmos, SDDS",Flat (1.85:1),
GHOST,80,75,PG-13,"Fantasy, Romance",English,Jerry Zucker,Lisa Weinstein,Bruce Joel Rubin,"Jul 13, 1990  Original","Apr 24, 2001",$214.3M,2h 7m,Paramount Pictures,"Stereo, Dolby SR, Surround",35mm,
HAPPY FEET,70,76,PG (Some Mild Peril|Rude Humor),"Kids & Family, Adventure, Musical, Comedy, Animation",English,George Miller,"George Miller, Doug Mitchell","Warren Coleman, John Collee","Nov 17, 2006  Wide","Mar 27, 2007",$198.0M,1h 48m,Warner Bros. Pictures,"SDDS, DTS, Dolby SRD",Scope (2.35:1),
THE BOURNE IDENTITY,93,84,PG-13 (Violence|Some Language),"Action, Mystery & Thriller",English,Doug Liman,"Richard N. Gladstein, Patrick Crowley, Doug Liman","William Blake Herron, Tony Gilroy, David Self, Robert Ludlum","Jun 14, 2002  Wide","Jan 21, 2003",$121.5M,1h 53m,Universal Pictures,"Dolby Digital, Dolby SR, SDDS, Dolby Stereo, DTS, Surround, Dolby A",Scope (2.35:1),The Bourne Collection
BLAZING SADDLES,91,89,R,"Comedy, Western",English,Mel Brooks,Michael Hertzberg,"Andrew Bergman, Andrew Bergman, Mel Brooks, Richard Pryor, Norman Steinberg, Alan Uger","Feb 7, 1974  Wide","May 15, 2007",,1h 33m,Warner Bros. Pictures,,Scope (2.35:1),
THE POST,73,88,PG-13 (Language|Brief War Violence),"History, Drama",English,Steven Spielberg,"Amy Pascal, Kristie Macosko Krieger, Steven Spielberg","Liz Hannah, Josh Singer","Jan 12, 2018  Wide","Apr 17, 2018",$81.4M,1h 55m,20th Century Fox,Dolby Digital,Flat (1.85:1),
THE WIND RISES,85,88,PG-13 (Some Disturbing Images|Smoking),"History, Drama, Biography, Anime",Japanese,"Hayao Miyazaki, Gary Rydstrom",Toshio Suzuki,"Hayao Miyazaki, Mike Jones","Feb 28, 2014  Wide","Nov 18, 2014",,2h 6m,Walt Disney,,,
SCENT OF A WOMAN,92,89,R,Drama,English,Martin Brest,Martin Brest,Bo Goldman,"Dec 23, 1992  Original","Feb 1, 2005",$62.1M,2h 37m,,"Surround, Stereo",,
THE EMPEROR'S NEW GROOVE,83,86,G,"Kids & Family, Comedy, Animation",English,Mark Dindal,Randy Fullmer,"David Reynolds, Mark Dindal","Dec 15, 2000  Wide","Oct 11, 2005",$89.6M,1h 19m,Buena Vista Pictures,"Surround, Dolby SR, Dolby Digital, Dolby Stereo",Flat (1.85:1),
SPEED,76,94,R (Violence|Language),"Action, Mystery & Thriller",English,Jan de Bont,Mark Gordon,Graham Yost,"Jun 10, 1994  Wide","Nov 3, 1998",$121.2M,1h 55m,"20th Century Fox, Fox","Stereo, Dolby Digital, DTS, Surround",,
THE KING'S SPEECH,92,94,R (Some Language),"History, Drama",English,Tom Hooper,"Iain Canning, Emile Sherman, Gareth Unwin",David Seidler,"Jan 28, 2011  Wide","Apr 19, 2011",$138.8M,1h 58m,Weinstein Co.,,,
DARK CITY,85,75,R (Violent Images|Some Sexuality),"Fantasy, Sci-Fi",English,Alex Proyas,"Andrew Mason, Alex Proyas","Alex Proyas, Alex Proyas, Lem Dobbs, David S. Goyer","Feb 20, 1998  Wide","Apr 13, 2010",$14.3M,1h 41m,New Line Cinema,"Dolby Stereo, Dolby A, SDDS, Surround, Dolby Digital, Dolby SR",Scope (2.35:1),
LA LLORONA,62,96,,"Crime, Drama, Horror, Mystery & Thriller",Spanish,Jayro Bustamante,"Jayro Bustamante, Gustavo Matheu, Georges Renand, Marina Peralta","Jayro Bustamante, Lisandro Sanchez",,"Aug 6, 2020",,1h 37m,,,Scope (2.35:1),
"LOCK, STOCK AND TWO SMOKING BARRELS",93,75,R (Pervasive Language|Drug Content|Sexuality|Strong Violence),"Comedy, Drama",English,Guy Ritchie,Matthew Vaughn,Guy Ritchie,"Mar 5, 1998  Wide","Mar 11, 2008",$3.7M,1h 45m,Gramercy Pictures,"Surround, Dolby Digital, Dolby A, Dolby SR",Flat (1.85:1),
OCULUS,53,75,R (Some Disturbing Images|Brief Language|Terror|Violence),"Horror, Mystery & Thriller",English,Mike Flanagan,"Trevor Macy, Marc D. Evans","Mike Flanagan, Jeff Howard","Apr 11, 2014  Wide","Aug 5, 2014",$27.7M,1h 45m,Relativity Media,,,
BLOW OUT,81,87,R,Mystery & Thriller,English,Brian De Palma,George Litto,Brian De Palma,"Jul 24, 1981  Original","Aug 28, 2001",,1h 48m,,Surround,,
THE AVIATOR,79,86,PG-13 (Language|Crash Sequence|Nudity|Sexual Content|Thematic Elements),"Biography, History, Drama",English,Martin Scorsese,"Michael Mann, Chris Brigham, Sandy Climan, Leonardo DiCaprio, Charles Evans Jr., Graham King",John Logan,"Dec 25, 2004  Wide","May 24, 2005",$102.6M,2h 46m,Miramax Films,"Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),
THE DROP,76,89,R (Some Strong Violence|Pervasive Language),"Crime, Drama",English,Michaël R. Roskam,"Peter Chernin, Jenno Topping",Dennis Lehane,"Sep 12, 2014  Limited","Jan 20, 2015",$10.7M,1h 47m,Fox Searchlight,,,
THE WHITE TIGER,80,91,R (Language|Violence|Sexual Material),Drama,Hindi,Ramin Bahrani,"Ramin Bahrani, Mukul Deora",Ramin Bahrani,"Jan 13, 2021  Limited","Jan 22, 2021",,2h 6m,,,Scope (2.35:1),
WILLY WONKA AND THE CHOCOLATE FACTORY,87,91,G,"Kids & Family, Fantasy",English,Mel Stuart,"Stan Margulies, David L. Wolper","Roald Dahl, Roald Dahl","Jan 1, 1971  Wide","Jun 21, 2005",,1h 38m,Paramount Pictures,Stereo,Flat (1.85:1),
FRANCES HA,77,93,R (Sexual References|Language),Comedy,English,Noah Baumbach,"Noah Baumbach, Scott Rudin, Lila Yacoub, Rodrigo Teixeira","Noah Baumbach, Greta Gerwig","May 17, 2013  Limited","Nov 12, 2013",$4.1M,1h 25m,IFC Films,,,
INSIDE LLEWYN DAVIS,74,92,R (Some Sexual References|Language),"Drama, Comedy, Music",English,"Joel Coen, Ethan Coen","Scott Rudin, Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Dec 20, 2013  Wide","Mar 11, 2014",$13.2M,1h 44m,CBS Films,"SDDS, Dolby Digital, Datasat",Flat (1.85:1),
SIDEWAYS,79,97,R (Nudity|Language|Some Strong Sexual Content),"Comedy, Drama",English,Alexander Payne,"Michael London, George Parra","Rex Pickett, Alexander Payne","Oct 22, 2004  Original","Apr 5, 2005",$71.5M,2h 6m,Fox,"Surround, Dolby SRD",Flat (1.37:1),
SHAOLIN SOCCER,84,90,,"Comedy, Action",Chinese,"Stephen Chow, Lee Lik-Chi",Kwok-fai Yeung,"Stephen Chow, Kan-Cheung Tsang, Lee Lik-Chi, Min Hun Fung",,"Aug 24, 2004",$488.9K,1h 51m,,Surround,,
ZOMBIELAND,86,89,R (Zombie Horror Violence/Gore|Language),"Comedy, Horror",English,Ruben Fleischer,Gavin Polone,"Rhett Reese, Paul Wernick","Oct 2, 2009  Wide","Feb 2, 2010",$75.6M,1h 27m,Sony Pictures Entertainment,"Dolby Digital, DTS, SDDS",Scope (2.35:1),
BACK TO THE FUTURE PART III,78,80,PG,"Comedy, Sci-Fi, Western, Fantasy, Adventure",English,Robert Zemeckis,"Neil Canton, Bob Gale",Bob Gale,"May 25, 1990  Original","Aug 17, 2010",,1h 58m,"Universal Pictures, MCA/Universal Pictures [us]","Surround, Dolby SR, Magnetic Stereo 6 Track","70mm, 35mm",
LET THEM ALL TALK,50,87,R (Language),"Comedy, Drama",English,Steven Soderbergh,Gregory Jacobs,Deborah Eisenberg,,"Dec 10, 2020",,1h 53m,,,Scope (2.35:1),
THE HOURS,84,79,PG-13 (Mature Thematic Elements|Brief Language|Some Disturbing Images),Drama,English,Stephen Daldry,Scott Rudin,"Michael Cunningham, David Hare","Dec 27, 2002  Wide","Jun 24, 2003",$41.6M,1h 54m,Paramount Pictures,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",,
SIDE EFFECTS,70,81,R (Nudity|Language|Sexuality|Violence),"Drama, Mystery & Thriller",English,Steven Soderbergh,"Lorenzo di Bonaventura, Gregory Jacobs, Scott Z. Burns",Scott Z. Burns,"Feb 8, 2013  Wide","May 21, 2013",$32.2M,1h 45m,Open Road,,,
INCENDIES,92,91,R (Strong Violence|Language),Drama,French (Canada),Denis Villeneuve,"Luc Déry, Kim McCraw","Valérie Beaugrand-Champagne, Denis Villeneuve, Wajdi Mouawad","Apr 22, 2011  Limited","Mar 15, 2011",$6.9M,2h 10m,Sony Pictures Classics,,,
KILLING THEM SOFTLY,44,74,R (Some Drug References|Pervasive Language|Some Drug Use|Violence),"Crime, Drama",English,Andrew Dominik,"Brad Pitt, Dede Gardner, Steve Schwartz, Paula Mae Schwartz, Anthony Katagas",Andrew Dominik,"Nov 30, 2012  Wide","Mar 26, 2013",$14.9M,1h 37m,Weinstein Co.,"Dolby Digital, DTS",,
LOVE & FRIENDSHIP,59,96,PG (Some Thematic Elements),Comedy,English,Whit Stillman,"Katie Holly, Lauranne Bourrachot, Whit Stillman",Whit Stillman,"May 27, 2016  Wide","Aug 30, 2016",$14.0M,1h 33m,Roadside Attractions,,,
MILLION DOLLAR BABY,90,90,PG-13 (Some Disturbing Images|Language|Thematic Material|Violence),Drama,English,Clint Eastwood,"Clint Eastwood, Albert S. Ruddy, Tom Rosenberg, Paul Haggis",Paul Haggis,"Dec 15, 2004  Wide","Jul 12, 2005",$100.4M,2h 12m,Warner Bros.,"Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),
A SIMPLE PLAN,81,90,R,"Mystery & Thriller, Crime, Drama",English,Sam Raimi,Adam Schroeder,Scott B. Smith,"Sep 12, 1998  Original","Jun 22, 1999",$16.3M,2h 1m,Paramount Pictures,"Dolby Digital, DTS, Surround",Flat (1.85:1),
GIRLS TRIP,77,92,R (Crude and Sexual Content|Brief Graphic Nudity|Drug Material|Pervasive Language),Comedy,English,Malcolm D. Lee,"Will Packer, Malcolm D. Lee","Kenya Barris, Tracy Oliver","Jul 21, 2017  Wide","Sep 28, 2017",$115.1M,2h 2m,Universal Pictures,Dolby Digital,Scope (2.35:1),
LETTERS FROM IWO JIMA,86,91,R (Graphic War Violence),"War, History, Drama",English,Clint Eastwood,"Clint Eastwood, Steven Spielberg, Robert Lorenz",Iris Yamashita,"Feb 9, 2007  Wide","May 6, 2008",$13.8M,2h 21m,Warner Bros.,"Dolby Digital, DTS, SDDS",Scope (2.35:1),
THE FIRM,64,76,R,"Drama, Mystery & Thriller",English,Sydney Pollack,"Scott Rudin, John Davis, Sydney Pollack","David Rabe, Robert Towne, David Rayfiel","Jun 30, 1993  Wide","May 23, 2000",$157.0M,2h 34m,Paramount Pictures,Surround,,
42,85,81,PG-13 (Thematic Elements|Language),"Biography, History, Drama",English,Brian Helgeland,Thomas Tull,Brian Helgeland,"Apr 12, 2013  Wide","Jul 16, 2013",$95.1M,2h 8m,Warner Bros. Pictures,"Datasat, SDDS, Dolby Digital",,
BEAUTY AND THE BEAST,90,94,G,"Kids & Family, Fantasy, Animation",English,"Gary Trousdale, Kirk Wise",Don Hahn,Linda Woolverton,"Nov 13, 1991  Original","Aug 6, 2002",$219.0M,1h 24m,"BV International Pictures [no], Buena Vista Pictures",Surround,,
THE RESCUE,99,96,PG (Thematic Material|Some Language|Peril),"Documentary, Drama, Mystery & Thriller",English,"Elizabeth Chai Vasarhelyi, Jimmy Chin","John Battsek, Jimmy Chin, Bob Eisenhardt, P.J. van Sandwijk, Elizabeth Chai Vasarhelyi",,"Oct 8, 2021  Limited","Dec 3, 2021",,1h 47m,Greenwich Entertainment,Dolby Digital,,
THE SPECTACULAR NOW,76,91,R (All Involving Teens|Alcohol Use|Language|Some Sexuality),"Comedy, Drama",English,James Ponsoldt,"Michelle Krumm, Andrew Lauren, Shawn Levy, Tom McNulty","Scott Neustadter, Michael H. Weber","Aug 2, 2013  Limited","Jan 14, 2014",$6.9M,1h 35m,A24,,,
THE KINDERGARTEN TEACHER,68,90,R (Some Language and Nudity),Drama,English,Sara Colangelo,"Osnat Handelsman-Keren, Maggie Gyllenhaal, Talia Kleinhendler, Celine Rattray, Trudie Styler",Sara Colangelo,,"Oct 12, 2018",,1h 36m,,,,
LOLITA,84,91,,"Comedy, Drama",English,Stanley Kubrick,James B. Harris,Vladimir Nabokov,"Jun 13, 1962  Wide","Oct 23, 2007",,2h 32m,"Criterion Collection, Warner Home Vídeo, MGM/UA Home Entertainment Inc., Metro-Goldwyn-Mayer",,,
RISE OF THE PLANET OF THE APES,77,82,PG-13 (Violence|Intense/Frightening Sequences),"Sci-Fi, Action, Adventure",English,Rupert Wyatt,"Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver","Rick Jaffa, Amanda Silver","Aug 5, 2011  Wide","Dec 13, 2011",$176.7M,1h 45m,20th Century Fox,"Dolby, DTS",,Planet of the Apes
STAR TREK INTO DARKNESS,89,84,PG-13 (Intense Seq. of Sci-Fi Violenc|Intense Seq. of Sci-Fi Action),"Sci-Fi, Adventure, Action, Fantasy",English,J.J. Abrams,"J.J. Abrams, Bryan Burk, Damon Lindelof, Alex Kurtzman, Roberto Orci","Alex Kurtzman, Roberto Orci, Damon Lindelof","May 16, 2013  Wide","Sep 10, 2013",$228.8M,2h 12m,Paramount Pictures,"Dolby Atmos, Datasat",,Star Trek
THE STANFORD PRISON EXPERIMENT,75,84,R (Language|Abusive Behavior|Some Sexual References),"History, Drama",English,Kyle Patrick Alvarez,"Brent Emery, Lizzie Friedman, Karen Lauder, Greg Little, Lauren Bratman",Tim Talbott,"Jul 17, 2015  Limited","Nov 17, 2015",$643.6K,1h 57m,IFC Films,,,
