Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
ALL THE PRESIDENT'S MEN,92,94,PG,Drama,English,Alan J. Pakula,Walter Coblenz,"Carl Bernstein, Bob Woodward, William Goldman","Jan 1, 1976  Wide","Jan 18, 2005",,2h 18m,Warner Bros. Pictures,Stereo,Flat (1.66:1),
ANASTASIA,77,86,G,"Kids & Family, Musical, Animation",English,"Don Bluth, Gary Goldman",Don Bluth,"Bruce Graham, Bob Tzudiker, Noni White, Susan Gauthier","Nov 21, 1997  Original","Aug 3, 2004",$58.4M,1h 34m,20th Century Fox,Surround,,
THE SOCIAL DILEMMA,83,85,PG-13 (Disturbing/Violent Images|Suggestive Material|Some Thematic Elements),Documentary,English,Jeff Orlowski,Larissa Rhodes,"Davis Coombe, Jeff Orlowski, Vickie Curtis",,"Sep 9, 2020",,1h 34m,,,,
RAIN MAN,90,89,R,Drama,English,Barry Levinson,Mark Johnson,"Ronald Bass, Barry Morrow","Dec 14, 1988  Wide","Feb 3, 2004",$171.2M,2h 13m,"United Artists, MGM/UA Home Entertainment Inc.",Surround,Flat (1.85:1),
THE THEORY OF EVERYTHING,84,80,PG-13 (Suggestive Material|Some Thematic Elements),"Biography, Drama, Romance",English,James Marsh,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten",Anthony McCarten,"Nov 7, 2014  Limited","Feb 17, 2015",$35.9M,2h 3m,Focus Features,Dolby Digital,,
JAMES AND THE GIANT PEACH,65,91,PG,"Kids & Family, Fantasy, Animation",English,Henry Selick,"Tim Burton, Denise Di Novi","Roald Dahl, Karey Kirkpatrick, Jonathan Roberts, Steve Bloom","Apr 12, 1996  Original","Aug 3, 2010",$28.9M,1h 20m,Buena Vista Pictures,Surround,,
MAMMA MIA! HERE WE GO AGAIN,66,79,PG-13 (Some Suggestive Material),"Musical, Comedy",English,Ol Parker,"Judy Craymer, Gary Goetzman",Ol Parker,"Jul 20, 2018  Wide","Oct 23, 2018",$120.6M,1h 54m,Universal Pictures,"DTS, Dolby Atmos",Scope (2.35:1),
SHE WILL,48,85,,"Drama, Mystery & Thriller",English,Charlotte Colbert,"Jessica Malik, Bob Last","Kitty Percy, Charlotte Colbert","Jul 15, 2022  Limited","Jul 15, 2022",,1h 35m,IFC Midnight,,,
THE PEANUTS MOVIE,76,87,G,"Kids & Family, Comedy, Adventure, Animation",English,Steve Martino,"Craig Schulz, Bryan Schulz, Cornelius Uliano, Paul Feig, Michael J. Travers","Craig Schulz, Bryan Schulz, Cornelius Uliano","Nov 6, 2015  Wide","Mar 8, 2016",$130.1M,1h 29m,20th Century Fox,Dolby Atmos,Flat (1.85:1),
WILD,75,88,R (Language|Drug Use|Nudity|Sexual Content),"Biography, Drama, Adventure",English,Jean-Marc Vallée,"Reese Witherspoon, Bruna Papandrea, Bill Pohlad",Nick Hornby,"Dec 3, 2014  Limited","Mar 31, 2015",$37.7M,1h 55m,Fox Searchlight,Dolby Digital,,
THE KID WHO WOULD BE KING,55,90,PG (Language|Fantasy Action Violence|Scary Images|Some Bullying|Thematic Elements),"Kids & Family, Fantasy, Adventure",English,Joe Cornish,"Nira Park, Tim Bevan, Eric Fellner",Joe Cornish,"Jan 25, 2019  Wide","Apr 16, 2019",$16.8M,2h 0m,20th Century Fox,,Scope (2.35:1),
EMPIRE OF THE SUN,90,76,PG,Adventure,English,Steven Spielberg,"Kathleen Kennedy, Frank Marshall, Steven Spielberg",Tom Stoppard,"Dec 9, 1987  Original","Nov 6, 2001",$22.0M,2h 32m,Warner Bros. Pictures,Surround,,
HIS GIRL FRIDAY,90,99,,Comedy,English,Howard Hawks,Howard Hawks,"Ben Hecht, Charles MacArthur, Charles Lederer","Jan 11, 1940  Original","Nov 21, 2000",,1h 32m,Columbia Pictures,Mono,35mm,
SATURDAY NIGHT FEVER,71,83,R,"Drama, Music",English,John Badham,Robert Stigwood,"Nik Cohn, Norman Wexler","Dec 16, 1977  Original","Oct 8, 2002",,1h 59m,Paramount Pictures,Surround,,
THE DESCENDANTS,79,87,R (Sexual References|Language),"Comedy, Drama",English,Alexander Payne,"Jim Burke, Alexander Payne, Jim Taylor","Alexander Payne, Nat Faxon, Jim Rash","Nov 23, 2011  Wide","Apr 10, 2012",$82.6M,1h 55m,Fox Searchlight,"Dolby, SDDS",,
Y TU MAMÁ TAMBIÉN,88,92,,"Comedy, Drama",Spanish,Alfonso Cuarón,"Alfonso Cuarón, Jorge Vergara","Alfonso Cuarón, Carlos Cuarón","Mar 15, 2002  Wide","Oct 22, 2002",$13.6M,1h 45m,IFC Films,"Surround, Dolby Digital, Dolby A, Dolby SR, Dolby Stereo",,
22 JULY,69,80,R (Language|Graphic Images|Disturbing Violence),Drama,English,Paul Greengrass,"Scott Rudin, Eli Bush, Gregory Goodman, Paul Greengrass",Paul Greengrass,"Oct 10, 2018  Limited","Oct 10, 2018",,2h 23m,Netflix,,Flat (1.85:1),
CARLITO'S WAY,91,81,R,"Crime, Drama",English,Brian De Palma,"Martin Bregman, Michael Scott Bregman, Willi Bär","Edwin Torres, David Koepp","Nov 10, 1993  Wide","Sep 2, 2003",$36.5M,2h 24m,"Argentina Video Home, Universal Pictures","Surround, Stereo",,
APOLLO 13,87,96,PG,"History, Drama",English,Ron Howard,Brian Grazer,"Jim Lovell, Jeffrey Kluger, William Broyles Jr., Al Reinert","Jun 30, 1995  Wide","Jan 4, 2005",$173.8M,2h 20m,Universal Pictures,Surround,,
LONG SHOT,74,81,R (Some Drug Use|Language Throughout|Strong Sexual Content),"Romance, Comedy",English,Jonathan Levine,"Charlize Theron, A.J. Dix, Beth Kono, Evan Goldberg, Seth Rogen, James Weaver","Liz Hannah, Dan Sterling","May 3, 2019  Wide","Jul 16, 2019",$30.3M,2h 3m,"Lionsgate Films, Summit Entertainment",Dolby Digital,Scope (2.35:1),
MARY POPPINS RETURNS,65,80,PG (Some Mild Thematic Elements|Brief Action),"Kids & Family, Musical, Fantasy, Adventure",English,Rob Marshall,"Rob Marshall, John DeLuca, Marc Platt",David Magee,"Dec 19, 2018  Wide","Mar 12, 2019",$172.0M,2h 10m,Walt Disney,Dolby Atmos,Scope (2.35:1),
ONLY THE BRAVE,91,87,PG-13 (Language|Drug Material|Some Sexual References|Thematic Content),"Drama, Adventure",English,Joseph Kosinski,"Lorenzo di Bonaventura, Michael Menchel, Erik Howsam, Molly Smith, Thad Luckinbill, Trent Luckinbill, Dawn Ostroff, Jeremy Steckler","Ken Nolan, Eric Warren Singer","Oct 20, 2017  Wide","Feb 6, 2018",$18.1M,2h 14m,Sony Pictures Entertainment,Dolby Atmos,Scope (2.35:1),
THE GHOST WRITER,70,84,PG-13 (Brief Nudity|A Drug Reference|Language|Sexuality|Some Violence),"Drama, Mystery & Thriller",English,Roman Polanski,"Roman Polanski, Robert Benmussa, Alain Sarde","Roman Polanski, Robert Harris","Mar 19, 2010  Wide","Aug 3, 2010",$15.5M,2h 9m,Summit Entertainment,,,
TO KILL A MOCKINGBIRD,92,93,,Drama,English,Robert Mulligan,Alan J. Pakula,"Harper Lee, Horton Foote","Dec 25, 1962  Wide","Apr 28, 1998",,2h 9m,Universal Pictures,,,
AFTER HOURS,87,91,R,Comedy,English,Martin Scorsese,"Robert F. Colesberry, Griffin Dunne, Amy Robinson",,"Oct 11, 1985  Original","Aug 17, 2004",$10.9M,1h 37m,Warner Bros. Pictures,Mono,,
LET ME IN,76,88,R (Language|A Brief Sexual Situation|Strong Bloody Horror Violence),Horror,English,Matt Reeves,"Donna Gigliotti, Alexander Yves Brunner, Simon Oakes, Tobin Armbrust, Guy East, John Nordling, Carl Molinder",Matt Reeves,"Oct 1, 2010  Wide","Feb 1, 2011",$12.1M,1h 55m,Overture Films,"SDDS, Dolby Digital, DTS",,
NEBRASKA,83,91,R (Some Language),"Drama, Comedy",English,Alexander Payne,"Albert Berga, Ron Yerxa",Bob Nelson,"Nov 15, 2013  Limited","Feb 25, 2014",$17.6M,1h 54m,Paramount Pictures,"Datasat, Dolby Digital",,
SAND STORM,79,93,,Drama,Arabic,Elite Zexer,,Elite Zexer,"Sep 28, 2016  Limited","Apr 4, 2017",$64.0K,1h 27m,Kino Lorber,,,
SAY ANYTHING...,85,98,PG-13,Romance,English,Cameron Crowe,Polly Platt,Cameron Crowe,"Apr 14, 1989  Wide","Mar 5, 2002",$20.0M,1h 40m,20th Century Fox,"Surround, Dolby SR, Dolby A, Dolby Stereo",Flat (1.85:1),
THE BOOK OF LIFE,77,83,PG (Mild Action|Brief Scary Images|Rude Humor|Some Thematic Elements),"Kids & Family, Comedy, Adventure, Fantasy, Animation",English,Jorge R. Gutierrez,"Guillermo del Toro, Aaron D. Berger, Brad Booker, Carina Schulze","Jorge R. Gutierrez, Doug Langdale","Oct 17, 2014  Wide","Jan 27, 2015",$50.1M,1h 35m,20th Century Fox,"Dolby Digital, Dolby Atmos",,
COOL HAND LUKE,95,100,PG,Drama,English,Stuart Rosenberg,Gordon Carroll,"Frank Pierson, Donn Pearce, Donn Pearce","Nov 1, 1967  Wide","Jun 24, 1997",,2h 9m,"Warner Bros. Pictures, Warner Home Vídeo",Mono,Scope (2.35:1),
127 HOURS,85,93,R (Disturbing Violent Content|Bloody Images|Language),"Biography, Drama",English,Danny Boyle,"Christian Colson, Danny Boyle, John Smithson","Simon Beaufoy, Danny Boyle","Jan 28, 2011  Wide","Mar 1, 2011",$18.3M,1h 33m,Fox Searchlight,"SDDS, Dolby Digital, DTS",,
ALWAYS BE MY MAYBE,79,89,PG-13 (Drug Use/References|Sexual Content|Language),"Romance, Comedy",English,Nahnatchka Khan,"Nathan Kahane, Erin Westerman, Ali Wong, Randall Park","Ali Wong, Randall Park, Michael Golamco","May 31, 2019  Limited","May 31, 2019",,1h 42m,Netflix,,,
AKEELAH AND THE BEE,81,85,PG (Some Language),"Kids & Family, Drama",English,Doug Atchison,"Laurence Fishburne, Sidney Ganis, Nancy Hult, Daniel Llewelyn, Michael Romersa",Doug Atchison,"Apr 28, 2006  Wide","Aug 29, 2006",$18.8M,1h 52m,Lionsgate Films,"Dolby SRD, DTS, SDDS",Scope (2.35:1),
WINTER'S BONE,76,94,R (Some Drug Material|Language|Violent Content),Drama,English,Debra Granik,"Anne Rosellini, Alix Madigan","Debra Granik, Anne Rosellini","Jun 11, 2010  Limited","Aug 17, 2010",$6.5M,1h 39m,Roadside Attractions,,,
BRIDGET JONES'S DIARY,81,80,R (Some Strong Sexuality|Language),"Romance, Comedy",English,Sharon Maguire,"Tim Bevan, Jonathan Cavendish, Eric Fellner","Richard Curtis, Andrew Davies, Helen Fielding","Apr 13, 2001  Wide","Nov 9, 2004",$71.5M,1h 32m,"Miramax Films, Universal Pictures","Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Scope (2.35:1),Bridget Jones
ONE CUT OF THE DEAD,87,100,,"Comedy, Horror",Japanese,Shinichiro Ueda,Koji Ichihashi,Shinichiro Ueda,"Sep 13, 2019  Limited","Dec 8, 2019",$52.4K,1h 36m,Shudder,,,
"I LOVE YOU, MAN",74,83,R (Pervasive Language|Crude References|Sexual References),Comedy,English,John Hamburg,"Donald De Line, John Hamburg","John Hamburg, Larry Levin","Mar 20, 2009  Wide","Aug 11, 2009",$71.3M,1h 45m,"DreamWorks SKG, Paramount Pictures",,,
LAST FLAG FLYING,72,77,R (Some Sexual References|Language Throughout),"Comedy, Drama",English,Richard Linklater,"Ginger Sledge, John Sloss","Richard Linklater, Darryl Ponicsan","Nov 3, 2017  Limited","Jan 16, 2018",$960.3K,2h 4m,"Lionsgate Films, Amazon Studios",Dolby Digital,Flat (1.85:1),
THE VANISHING,88,98,,Mystery & Thriller,Dutch,George Sluizer,"Anne Gordon, George Sluizer",,,"Apr 1, 2014",,1h 46m,,,,
YOU'RE NEXT,60,79,R (Some Sexuality/Nudity|Language|Strong Bloody Violence),"Horror, Mystery & Thriller, Comedy",English,Adam Wingard,"Keith Calder, Jessica Calder, Simon Barrett, Kim Sherman",Simon Barrett,"Aug 23, 2013  Wide","Jan 14, 2014",$18.5M,1h 34m,Lionsgate Films,,,
THERE'S SOMETHING ABOUT MARY,61,83,R (Strong Comic Sexual Content|Language),"Romance, Comedy",English,"Robert Farrelly, Peter Farrelly","Bradley Thomas, Charles B. Wessler","Ed Decter, John J. Strauss, Ed Decter, John J. Strauss, Peter Farrelly, Robert Farrelly","Jul 15, 1998  Wide","Oct 22, 2002",$176.5M,1h 58m,20th Century Fox,"Surround, Dolby Digital, Dolby A, Dolby SR",Flat (1.85:1),
FREAKS,86,88,R (Violence and Some Language),"Sci-Fi, Mystery & Thriller",English,"Adam B. Stein, Zach Lipovsky","Zach Lipovsky, Jordan Barber, Adam B. Stein, Mitchell Waxman","Adam B. Stein, Zach Lipovsky","Sep 13, 2019  Limited","Dec 3, 2019",$264.7K,1h 45m,Well Go USA,,Scope (2.35:1),
ROCKY BALBOA,76,77,PG (Some Language|Boxing Violence),Drama,English,Sylvester Stallone,"William Chartoff, Kevin King Templeton, Charles Winkler, David Winkler",Sylvester Stallone,"Dec 20, 2006  Wide","Mar 20, 2007",$70.3M,1h 42m,Metro-Goldwyn-Mayer,"Dolby SRD, DTS, SDDS",Flat (1.85:1),Rocky
THE SEVENTH SEAL,93,93,,"Drama, Fantasy",Swedish,Ingmar Bergman,Allan Ekelund,Ingmar Bergman,"Oct 13, 1956  Original","Dec 4, 2007",,1h 36m,"Criterion Collection, Embassy Pictures, Janus Films",Mono,,
THE GREY,61,79,R (Pervasive Language|Bloody Images|Violence/Disturbing Images),"Adventure, Drama, Action",English,Joe Carnahan,"Jules Daly, Joe Carnahan, Ridley Scott, Mickey Liddell","Joe Carnahan, Ian Mackenzie Jeffers","Jan 27, 2012  Wide","May 22, 2012",$51.5M,1h 57m,Entertainment Film Distributors Ltd.,,,
BIG TROUBLE IN LITTLE CHINA,82,75,PG-13,"Action, Fantasy",English,John Carpenter,Larry J. Franco,"Gary Goldman, David Weinstein, W.D. Richter","May 30, 1986  Wide","Aug 27, 2002",$11.0M,1h 38m,20th Century Fox,"Magnetic Stereo 6 Track, Mono, Surround, Dolby A, Dolby Stereo","70mm, Scope (2.35:1)",
DOGTOOTH,76,93,,Drama,Greek,Yorgos Lanthimos,"Yorgos Tsourgiannis, Giorgos Tsourianis","Efthymis Filippou, Yorgos Lanthimos",,"Jan 25, 2011",$110.2K,1h 34m,,,,
GAIA,45,85,R (Language|Bloody Images|Nudity|Sexual Content|Some Violence),"Horror, Drama, Fantasy",English,Jaco Bouwer,"Jorrie van der Walt, Tertius Kapp, Jaco Bouwer",Tertius Kapp,"Jun 18, 2021  Limited","Jun 25, 2021",$126.1K,1h 37m,Decal,Dolby Digital,,
BEFORE SUNSET,92,94,R (Sexual References|Language),"Romance, Drama",English,Richard Linklater,Anne Walker-McBay,"Richard Linklater, Kim Krizan","Feb 10, 2004  Original","Sep 27, 2005",$5.8M,1h 20m,Warner Independent,"Surround, Dolby SRD",Flat (1.85:1),
A FISH CALLED WANDA,84,96,R,Comedy,English,"Charles Crichton, John Cleese",Michael Shamberg,,"Jul 15, 1988  Original","Aug 1, 2006",$60.0M,1h 47m,Metro-Goldwyn-Mayer Distributing Corp.,,,
FREAKY,80,83,R (Sexual Content|Language Throughout|Strong Bloody Horror Violence),"Horror, Comedy",English,Christopher Landon,Jason Blum,"Michael Kennedy, Christopher Landon","Nov 13, 2020  Wide","Dec 4, 2020",$9.0M,1h 41m,Universal Pictures,Dolby Digital,Scope (2.35:1),
RED EYE,64,79,PG-13 (Sequences of Violence|Language),Mystery & Thriller,English,Wes Craven,"Chris Bender, Marianne Maddalena, Corinne Pooler",Carl Ellsworth,"Aug 19, 2005  Wide","May 22, 2006",$57.9M,1h 25m,DreamWorks SKG,"Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),
DRINKING BUDDIES,49,84,R (Language Throughout),"Romance, Comedy, Drama",English,Joe Swanberg,"Paul Bernon, Sam Slater, Andrea Roa, Joe Swanberg, Alicia Van Couvering",Joe Swanberg,"Aug 23, 2013  Limited","Dec 3, 2013",$342.9K,1h 30m,Magnolia Pictures,,,
MINAMATA,90,78,R (Language Throughout),Drama,English,Andrew Levitas,"Johnny Depp, Bill Johnson, David K. Kessler, Andrew Levitas, Sam Sarkar, Gabrielle Tana, Kevan Van Thompson","David K. Kessler, Stephen Deuters, Andrew Levitas, Jason Forman","Dec 15, 2021  Limited","Apr 8, 2022",,1h 55m,Samuel Goldwyn Films,Dolby Digital,Flat (1.85:1),
PI,85,88,R (Some Disturbing Images|Language),Drama,English,Darren Aronofsky,Eric Watson,"Darren Aronofsky, Sean Gullette, Eric Watson, Darren Aronofsky","Jul 10, 1998  Wide","Feb 26, 2002",$3.2M,1h 25m,Artisan Entertainment,Dolby Stereo,Flat (1.66:1),
THE STING,95,92,PG,"Comedy, Drama",English,George Roy Hill,"Tony Bill, Julia Phillips, Michael Phillips",,"Dec 25, 1973  Wide","Mar 31, 1998",,2h 9m,"MCA/Universal Home Video, Universal Pictures, Universal Home Entertainment",,,
THELMA & LOUISE,82,86,R,"Comedy, Drama, Adventure",English,Ridley Scott,"Mimi Polk Gitlin, Ridley Scott",Callie Khouri,"May 24, 1991  Original","Feb 4, 2003",$43.3M,2h 9m,Metro-Goldwyn-Mayer Distributing Corp.,Dolby SR,35mm,
THE SISTERS BROTHERS,68,87,R (Language|Disturbing Images|Some Sexual Content|Violence),"Western, Comedy, Crime, Drama",English,Jacques Audiard,"Pascal Caucheteux, Grégoire Sorlat, Michel Merkt, Michael De Luca, Alison Dickey, John C. Reilly","Jacques Audiard, Thomas Bidegain","Oct 19, 2018  Wide","Jan 22, 2019",$3.1M,2h 0m,Annapurna Pictures,,Scope (2.35:1),
FLIGHT,75,77,R (Intense Action Sequence|Drug and Alcohol Abuse|Language|Sexuality/Nudity),"Drama, Mystery & Thriller",English,Robert Zemeckis,"Walter F. Parkes, Laurie MacDonald, Steve Starkey, Robert Zemeckis, Jack Rapke",John Gatins,"Nov 2, 2012  Wide","Feb 5, 2013",$93.7M,2h 18m,Paramount Pictures,"Datasat, Dolby Digital",,
LITTLE CHILDREN,82,80,R (Some Disturbing Content|Language|Strong Sexuality and Nudity),Drama,English,Todd Field,"Todd Field, Ron Yerxa, Albert Berger","Todd Field, Tom Perrotta","Oct 6, 2006  Limited","May 1, 2007",$5.5M,2h 10m,New Line Cinema,,,
THE MAURITANIAN,84,75,R (Language|A Sexual Assault|Violence),"Drama, Mystery & Thriller",English,Kevin Macdonald,"Adam Ackland, Leah Clarke, Benedict Cumberbatch, Lloyd Levin, Beatriz Levin, Mark Holder, Christine Holder, Branwen Prestwood Smith, Michael Bronner","M.B. Traven, Rory Haines, Sohrab Noshirvani","Feb 12, 2021  Limited","Mar 2, 2021",$832.4K,2h 9m,STXfilms,,,
MONSTER HOUSE,64,75,PG (Scary Images and Sequences|Brief Language|Some Crude Humor|Thematic Elements),"Kids & Family, Fantasy, Adventure, Animation",English,Gil Kenan,"Jack Rapke, Steve Starkey","Ron Schrab, Dan Harmon, Pamela Pettler","Jul 21, 2006  Wide","Oct 24, 2006",$73.7M,1h 31m,Sony Pictures Entertainment,"Dolby SRD, DTS, SDDS",Scope (2.35:1),
JACKASS FOREVER,91,85,R (Graphic Nudity|Dangerous Stunts|Language Throughout|Strong Crude Material),Comedy,English,Jeff Tremaine,"Jeff Tremaine, Spike Jonze, Johnny Knoxville",,"Feb 4, 2022  Wide","Mar 22, 2022",$57.7M,1h 36m,Paramount Pictures,,Flat (1.85:1),
LITTLE WOODS,55,95,R (Language|Some Drug Material),Drama,English,Nia DaCosta,"Tim Headington, Rachael Fung, Gabrielle Nadig, David Stone",Nia DaCosta,"Apr 19, 2019  Limited","Jul 16, 2019",$147.1K,1h 45m,Neon,,,
SHIRLEY,54,87,R (Nudity|Language|Brief Disturbing Images|Sexual Content),"Drama, Mystery & Thriller",English,Josephine Decker,"Sarah Gubbins, David Hinojosa, Simon Horsman, Elisabeth Moss, Sue Naegle, Jeffrey Soros, Christine Vachon",Sarah Gubbins,"Jun 5, 2020  Limited","Jun 4, 2020",,1h 47m,Neon,,,
A GIRL WALKS HOME ALONE AT NIGHT,75,96,,"Horror, Drama, Mystery & Thriller",Persian,Ana Lily Amirpour,"Ana Lily Amirpour, Justin Begnaud, Sheri Davani, Sina Sayyah",Ana Lily Amirpour,"Nov 21, 2014  Limited","Apr 21, 2015",$299.3K,1h 45m,Kino Lorber,,,
GOOD BOYS,86,80,R (Language Throughout|Drug and Alcohol Material|Strong Crude Sexual Content),Comedy,English,Gene Stupnitsky,"Lee Eisenberg, Evan Goldberg, Seth Rogen, James Weaver","Lee Eisenberg, Gene Stupnitsky","Aug 16, 2019  Wide","Aug 27, 2019",$83.1M,1h 35m,Universal Pictures,Dolby Digital,Scope (2.35:1),
THE BREAKER UPPERERS,51,87,,Comedy,English (Australia),"Madeleine Sami, Jackie van Beek","Georgina Allison Conder, Ainsley Gardiner, Carthew Neal","Madeleine Sami, Jackie van Beek",,"Feb 15, 2019",,1h 30m,,,,
MOONSTRUCK,80,93,PG,"Romance, Comedy",English,Norman Jewison,"Norman Jewison, Patrick J. Palmer",John Patrick Shanley,"Dec 18, 1987  Original","Jun 30, 1998",$80.0M,1h 41m,Metro-Goldwyn-Mayer,,,
THE MANCHURIAN CANDIDATE,63,80,R (Violence|Some Language),"Mystery & Thriller, Drama",English,Jonathan Demme,"Scott Rudin, Tina Sinatra","Dean Georgaris, Richard Condon, George Axelrod, Daniel Pyne","Jul 30, 2004  Wide","Dec 21, 2004",$65.9M,2h 10m,Paramount Pictures,"Dolby SRD, DTS, Surround",Flat (1.85:1),
LITTLE SHOP OF HORRORS,79,90,PG-13,"Musical, Comedy",English,Frank Oz,David Geffen,"Charles B. Griffith, Howard Ashman","Dec 19, 1986  Original","Dec 2, 2002",$36.5M,1h 33m,"Warner Bros., Warner Home Vídeo",Surround,,
THE SURVIVOR,77,85,TVMA,"Drama, Biography",English,Barry Levinson,"Matti Leshem, Aaron L. Gilbert, Barry Levinson, Jason Sosnoff, Scott Pardo",Justine Juel Gillmer,,"Apr 27, 2022",,2h 9m,,,,
BLOOD SIMPLE,88,93,R,"Mystery & Thriller, Crime, Drama",English,Joel Coen,Ethan Coen,"Joel Coen, Ethan Coen","Jul 7, 1984  Wide","Nov 6, 2007",$1.7M,1h 37m,USA Films,Stereo,,
DO THE RIGHT THING,89,91,R,Drama,English,Spike Lee,Spike Lee,Spike Lee,"Jun 30, 1989  Original","Feb 20, 2001",$26.0M,2h 0m,Universal Pictures,Surround,Flat (1.85:1),
CAPTAIN UNDERPANTS: THE FIRST EPIC MOVIE,62,87,PG (Mild Rude Humor Throughout),"Kids & Family, Comedy, Adventure, Animation",English,David Soren,"Mireille Soria, Mark Swift",Nicholas Stoller,"Jun 2, 2017  Wide","Sep 12, 2017",$73.9M,1h 29m,20th Century Fox,"DTS, Dolby Digital, Dolby Atmos",Flat (1.85:1),
EASY A,77,85,PG-13 (Mature Thematic Elements|Language|Some Drug Material|Teen Sexuality),Comedy,English,Will Gluck,"Zanne Devine, Will Gluck",Bert V. Royal,"Sep 17, 2010  Wide","Dec 21, 2010",$58.4M,1h 33m,Sony Pictures,"SDDS, Dolby Digital, DTS",,
A BUG'S LIFE,72,92,G,"Kids & Family, Comedy, Adventure, Animation",English,"John Lasseter, Andrew Stanton","Darla K. Anderson, Kevin Reher","John Lasseter, Andrew Stanton, Joe Ranft, Don McEnery, Bob Shaw, Geefwee Boedoe, Jason Katz, Jørgen Klubien, Robert Lence, David Reynolds","Nov 14, 1998  Original","Nov 6, 2001",$162.8M,1h 36m,"Buena Vista Pictures, Buena Vista International [us]","SDDS, Dolby Digital, DTS, Surround",,Pixar
THE LITTLE MERMAID,88,93,G,"Kids & Family, Fantasy, Animation",English,"Ron Clements, John Musker","Howard Ashman, John Musker","Roger Allers, Ron Clements, John Musker","Nov 15, 1989  Original","Oct 1, 2013",$109.9M,1h 22m,"BV International Pictures [no], Buena Vista Distribution Co. Inc.","Surround, Stereo, Magnetic Stereo 6 Track",35mm,
GREASE,87,76,PG,"Musical, Romance",English,Randal Kleiser,"Allan Carr, Robert Stigwood","Jim Jacobs, Warren Casey, Allan Carr, Bronte Woodard","Jul 7, 1978  Wide","Sep 24, 2002",$305.3K,1h 50m,Paramount Pictures,"Stereo, Dolby Stereo, Surround",Scope (2.35:1),
MONA LISA AND THE BLOOD MOON,67,74,R (Language Throughout|Some Violence|Sexual Material),"Mystery & Thriller, Sci-Fi",English,Ana Lily Amirpour,"John Lesher, Adam Mirels, Robert Mirels, Dylan Weathered",Ana Lily Amirpour,"Sep 30, 2022  Limited","Sep 30, 2022",,1h 47m,Saban Films,,Scope (2.35:1),
BOYZ N THE HOOD,93,96,R,Drama,English,John Singleton,Steve Nicolaides,John Singleton,"Jul 12, 1991  Original","Jan 25, 2001",$55.1M,1h 52m,"Criterion Collection, Columbia Pictures",Surround,,
SELMA,86,99,PG-13 (Brief Strong Language|A Suggestive Moment|Disturbing Thematic Material|Violence),"History, Drama",English,Ava DuVernay,"Christian Colson, Oprah Winfrey, Dede Gardner, Jeremy Kleiner",Paul Webb,"Jan 9, 2015  Wide","May 5, 2015",$52.1M,2h 8m,Paramount Pictures,,,
SNOW WHITE AND THE SEVEN DWARFS,78,98,G,"Kids & Family, Fantasy, Animation",English,David Hand,Walt Disney,"Ted Sears, Richard Creedon, Otto Englander, Dick Rickard, Earl Hurd, Merrill De Maris, Webb Smith",,"Nov 16, 2004",,1h 20m,,Stereo,,
THE KILLING FIELDS,91,93,R,Drama,English,Roland Joffé,David Puttnam,,"Nov 2, 1984  Original","Jan 7, 2014",,2h 21m,,Surround,,
UNSANE,59,80,R (Language|Disturbing Behavior|Sex References|Violence),"Mystery & Thriller, Horror",English,Steven Soderbergh,Joseph Malloch,"Jonathan Bernstein, James Greer","Mar 23, 2018  Wide","Jun 19, 2018",$7.7M,1h 38m,"Fingerprint Releasing, Bleecker Street Media",,,
BRITTANY RUNS A MARATHON,87,88,R (Some Drug Material|Sexuality|Language Throughout),"Comedy, Drama",English,Paul Downs Colaizzo,"Matthew Plouffe, Tobey Maguire, Margot Hand",Paul Downs Colaizzo,"Sep 13, 2019  Wide","Nov 20, 2019",$7.1M,1h 43m,Amazon Studios,,Scope (2.35:1),
THE FISHER KING,85,84,R,"Comedy, Drama",English,Terry Gilliam,"Debra Hill, Lynda Obst",Richard LaGravenese,"Sep 20, 1991  Original","Nov 29, 2001",$39.4M,2h 12m,Paramount Pictures,Surround,,
STRANGER THAN FICTION,85,73,PG-13 (Nudity|Brief Language|Sexuality|Some Disturbing Images),"Comedy, Fantasy",English,Marc Forster,Lindsay Doran,Zach Helm,"Nov 10, 2006  Wide","Feb 27, 2007",$40.1M,1h 45m,Sony Pictures,"Dolby SRD, DTS, SDDS",Scope (2.35:1),
MEAN STREETS,84,96,R,"Crime, Drama",English,Martin Scorsese,Jonathan T. Taplin,"Martin Scorsese, Martin Scorsese, Mardik Martin","Jan 1, 1973  Wide","Aug 17, 2004",$32.6K,1h 50m,Warner Bros. Pictures,Mono,Flat (1.85:1),
SLITHER,63,87,R (Language|Gore|Strong Horror Violence),"Horror, Sci-Fi, Comedy",English,James Gunn,"Paul Brooks, Eric Newman",James Gunn,"Mar 31, 2006  Wide","Oct 24, 2006",$7.8M,1h 36m,Universal Pictures,"Dolby SRD, DTS, SDDS",Flat (1.85:1),
