Movie Name;Audience Score;Tomatometer Score;Rating;Genre;Original Language;Director;Producer;Writer;Release Date (Theaters);Release Date (Streaming);Box Office (Gross USA);Runtime;Distributor;Sound Mix;Aspect Ratio;View the collection
TERRIBLY HAPPY;73;87;None;Mystery & Thriller, Drama;Danish;Henrik Ruben Genz;Thomas Gammeltoft, Tina Dalhoff;Henrik Ruben Genz, Dunja Gry Jensen;2010.02.05;2010.07.13;$120.9K;1h 40m;Oscilloscope Pictures;;;
TONI ERDMANN;73;93;R;Comedy, Drama;German;Maren Ade;Janine Jackowski, Maren Ade, Jonas Dornbach;Maren Ade;2016.12.25;2017.04.11;$1.5M;2h 42m;Sony Pictures Classics;;;
THE POOL;73;94;None;Drama;Hindi;Chris Smith;;Chris Smith, Randy Russell;;2018.09.10;$94.9K;1h 44m;;;;
THE HOST;72;93;R;Horror, Comedy;Korean;Bong Joon Ho;;Bong Joon Ho, Baek Cheol-hyeon, Ha Junwon;2007.03.09;2007.07.24;$2.2M;1h 59m;Magnolia Films;Dolby SRD;Flat (1.85:1);
SPUTNIK;72;88;None;Sci-Fi, Horror, Mystery & Thriller;Russian;Egor Abramenko;Aleksandr Andryushchenko, Fedor Bondarchuk, Pavel Burya, Vyacheslav Murugov, Murad Osmann, Ilya Stewart, Mikhail Vrubel;Oleg Malovichko, Andrei Zolotarev;2020.08.14;2020.08.14;$18.2K;1h 47m;IFC Midnight;Dolby;;
HAPPENING;72;99;R;Drama;French (France);Audrey Diwan;Alice Girard, Edouard Weil;Marcia Romano, Audrey Diwan, Annie Ernaux;2022.05.06;2022.06.21;$180.1K;1h 40m;IFC Films;;Flat (1.37:1);
TROLLHUNTER;72;81;PG-13;Fantasy, Horror;Norwegian;André Øvredal;Sveinung Golimo, John M. Jacobsen;André Øvredal;2011.06.10;2011.08.23;$252.7K;1h 43m;Magnolia Pictures;Dolby Digital;Flat (1.85:1);
THE PLATFORM;72;79;None;Sci-Fi, Mystery & Thriller;Spanish;Galder Gaztelu-Urrutia;Ángeles Hernández, Carlos Juárez;David Desola;;2020.03.21;;1h 34m;;;;
ROMA;72;96;R;Drama;Spanish;Alfonso Cuarón;Alfonso Cuarón, Gabriela Rodriguez, Nicolás Celis;Alfonso Cuarón;2018.11.21;2018.12.15;;2h 15m;Netflix;Dolby Atmos;Scope (2.35:1);
THE FORGIVENESS OF BLOOD;72;84;None;Drama;Albanian;Joshua Marston;Paul Mezey;Joshua Marston, Andamion Murataj;2012.02.24;2012.10.16;$119.7K;1h 49m;IFC Films;;;
A CAT IN PARIS;72;83;PG;Kids & Family, Crime, Drama, Mystery & Thriller, Animation;French (Canada);Jean-Loup Felicioli, Alain Gagnol;Jacques-Rémy Girerd;Alain Gagnol, Jacques-Rémy Girerd;2012.06.01;2012.10.09;;1h 5m;GKIDS;;;
L'ENFANT;72;84;R;Drama;French (Canada);Jean-Pierre Dardenne, Luc Dardenne;Jean-Pierre Dardenne, Luc Dardenne, Denis Freyd;Jean-Pierre Dardenne, Luc Dardenne;;2006.08.15;;1h 35m;;Dolby Digital;;
TOKYO!;72;76;None;Drama;French (Canada);Bong Joon Ho, Leos Carax, Michel Gondry;Michiko Yoshitake;Bong Joon Ho, Leos Carax, Michel Gondry;2009.03.06;2009.06.30;$351.1K;1h 52m;Vitagraph Films;;;
BLIND SPOT: HITLER'S SECRETARY;72;86;PG;Documentary;German;André Heller, Othmar Schmiderer;Danny Krausz, Kurt Stocker;;2003.01.24;2003.10.28;$376.9K;1h 30m;Sony Pictures Classics;;;
WESTERN;72;96;None;Drama;German;Valeska Grisebach;Maren Ade, Jonas Dornbach, Valeska Grisebach, Janine Jackowski, Michel Merkt;Valeska Grisebach;2018.02.16;2018.08.28;$39.4K;2h 0m;Cinema Guild;;Flat (1.85:1);
LEBANON;72;90;R;Drama, War;Hebrew;Samuel Maoz;Anat Bikel, Leon Edery, Moshe Edery;Samuel Maoz;2010.08.06;2011.01.18;$367.8K;1h 33m;Sony Pictures Classics;;;
TREELESS MOUNTAIN;72;86;None;Drama;Korean;So-yong Kim;Bradley Rust Gray, Ben Howe, So-yong Kim, Lars Knudsen, Jay Van Hoy;So-yong Kim;2009.04.22;2011.04.05;$60.0K;1h 29m;Oscilloscope Pictures;;;
ME, YOU, THEM;72;75;PG-13;Comedy, Drama;Portuguese (Brazil);Andrucha Waddington;Leonardo Monteiro de Barros, Pedro Buarque de Hollanda, Flávio R. Tambellini, Andrucha Waddington;Elena Soarez;2001.03.02;2012.04.16;$323.4K;1h 44m;Sony Pictures Classics;Surround, Dolby SR, Dolby Digital, Dolby Stereo;Scope (2.35:1);
WILD MEN;71;86;None;Comedy, Mystery & Thriller;Norwegian;Thomas Daneskov;Lina Flint;Thomas Daneskov, Morten Pape;2022.06.17;2022.08.05;;1h 44m;Samuel Goldwyn Films;;;
THE INNOCENTS;71;96;None;Horror, Mystery & Thriller;Norwegian;Eskil Vogt;Maria Ekerhovd, Misha Jaari, Mark Lwoff;Eskil Vogt;2022.05.13;2022.05.13;$21.1K;1h 58m;IFC Midnight;;Scope (2.35:1);
NEPTUNE FROST;71;96;None;Musical, Sci-Fi;Swahili;Saul Williams, Anisia Uzeyman;Maria Judice, Ezra Miller, Anisia Uzeyman, Saul Williams;Saul Williams;2022.06.03;2022.07.05;$193.9K;1h 45m;Kino Lorber;;;
24 CITY;71;89;None;Documentary, Drama;Chinese;ZhangKe Jia;Shozo Ichiyama;ZhangKe Jia, Yongming Zhai;;2009.11.17;;1h 52m;;;;
HEARTBEATS;71;74;None;Romance, Comedy, Lgbtq+;French (Canada);Xavier Dolan;Xavier Dolan, Carole Mondello, Daniel Morin;Xavier Dolan;2011.02.25;2011.07.01;$63.0K;1h 37m;IFC Films;;;
CHICKEN WITH PLUMS;71;74;PG-13;Comedy, Drama;French (France);Marjane Satrapi, Vincent Paronnaud;Hengameh Panahi;Marjane Satrapi, Vincent Paronnaud;2012.08.17;2013.02.26;$253.7K;1h 31m;Sony Pictures Classics;;;
THINGS TO COME;71;99;PG-13;Drama;French (France);Mia Hansen-Løve;Charles Gillibert;Mia Hansen-Løve, Mia Hansen-Løve;2016.12.02;2017.05.01;$282.4K;1h 41m;IFC Films;Dolby Digital;;
THE SILENCE;71;88;None;Drama;German;Baran bo Odar;Frank Evers, Jörg Schulze, Maren Lüthje, Florian Schneider;Baran bo Odar, Alex Ross, Richard Shakocius;2013.03.08;2016.11.02;$99.7K;2h 0m;Music Box Films;;;
VISION: FROM THE LIFE OF HILDEGARD VON BINGEN;71;83;None;Biography, Drama;German;Margarethe von Trotta;Markus Zimmer;Margarethe von Trotta;2010.10.13;2011.04.12;$431.9K;1h 50m;Zeitgeist;;;
WHITE GOD;71;88;R;Drama;Hungarian;Kornél Mundruczó;Viktória Petrányi;Kata Wéber, Kornél Mundruczó, Viktória Petrányi;2015.03.27;2015.07.28;$280.5K;1h 59m;Magnolia Pictures;;;
GOMORRA;71;91;None;Crime, Drama;Italian;Matteo Garrone;Domenico Procacci;Maurizio Braucci, Ugo Chiti, Matteo Garrone, Gianni Di Gregorio;2008.12.19;2009.08.04;$1.6M;2h 17m;IFC Films;Dolby Digital;Scope (2.35:1);
IN THE FADE;70;76;R;Mystery & Thriller, Crime, Drama;German;Fatih Akin;Nurhan Sekerci-Porst, Fatih Akin, Herman Weigel;Fatih Akin, Hark Bohm;2017.12.27;2018.03.31;;1h 45m;Magnolia Pictures;Dolby Digital;Scope (2.35:1);
RARE EXPORTS: A CHRISTMAS TALE;70;90;R;Holiday, Comedy, Adventure, Horror;Finnish;Jalmari Helander;Petri Jokiranta, Knut Skoglund;Jalmari Helander;2010.12.03;2011.10.25;$263.2K;1h 24m;Oscilloscope Pictures;Dolby Digital;;
MARTIN EDEN;70;87;None;History, Drama, Romance;Italian;Pietro Marcello;Beppe Caschetto, Viola Fügen, Pietro Marcello, Thomas Ordonneau, Michael Weber;Maurizio Braucci, Pietro Marcello;2020.10.16;2021.01.24;;2h 9m;Kino Lorber;;;
BAMAKO;70;84;None;Drama;Bambara;Abderrahmane Sissako;Abderrahmane Sissako;Abderrahmane Sissako;;2020.12.22;$112.4K;1h 58m;;;;
TOM OF FINLAND;70;83;None;Biography, History, Drama, Lgbtq+;Finnish;Dome Karukoski;Aleksi Bardy, Miia Haavisto, Annika Sucksdorff;Aleksi Bardy;2017.10.13;2018.01.09;$293.9K;1h 56m;Kino Lorber;;Scope (2.35:1);
SUMMER HOURS;70;94;None;Drama;French (France);Olivier Assayas;;Olivier Assayas;2009.05.15;2009.10.06;$1.6M;1h 42m;IFC Films;;;
DECLARATION OF WAR;70;86;None;Drama;French (France);Valérie Donzelli;Edouard Weil;Valérie Donzelli, Jérémie Elkaïm;2012.01.27;2012.06.05;$46.2K;1h 40m;;;;
PRANZO DI FERRAGOSTO;70;88;None;Comedy, Drama;Italian;Gianni Di Gregorio;Matteo Garrone;Gianni Di Gregorio, Simone Riccardini;2010.03.17;2011.05.03;$673.7K;1h 15m;Zeitgeist;;;
MARY AND THE WITCH'S FLOWER;70;89;PG;Adventure, Fantasy, Anime;Japanese;Hiromasa Yonebayashi;;Riko Sakaguchi, Hiromasa Yonebayashi;2018.01.19;2018.05.01;$2.0M;1h 43m;GKIDS;Dolby Digital;Flat (1.85:1);
MYSTERIES OF LISBON;70;86;None;History, Drama;Portuguese;Raoul Ruiz;;Carlos Saboga, Camilo Castelo Branco;2011.06.17;2012.01.17;$110.5K;4h 26m;Music Box Films;;;
FAMILY LAW;70;73;None;Drama;Spanish;Daniel Burman;Diego Dubcovsky, José María Morales;Daniel Burman;;2007.05.15;$37.8K;1h 42m;;Dolby Digital;;
ATHENA;69;84;R;Action, Drama;French (France);Romain Gavras;Mourad Belkeddar, Romain Gavras, Ladj Ly;Romain Gavras, Ladj Ly;;2022.09.23;;1h 37m;;;;
ASH IS PUREST WHITE;69;99;None;Drama, Romance;Chinese;ZhangKe Jia;Shozo Ichiyama;ZhangKe Jia;2019.03.15;2019.07.16;$416.0K;2h 21m;Cohen Media Group;;Flat (1.85:1);
LORNA'S SILENCE;69;85;R;Drama;Albanian;Jean-Pierre Dardenne, Luc Dardenne;Jean-Pierre Dardenne, Luc Dardenne, Denis Freyd;Jean-Pierre Dardenne, Luc Dardenne;2009.07.31;2009.12.22;$337.7K;1h 35m;Sony Pictures Classics;;;
OUR CHILDREN;69;93;None;Drama;French (France);Joachim Lafosse;Jacques-Henri Bronckart, Olivier Bronckart, Antonino Lombardo, Sylvie Pialat;Thomas Bidegain, Joachim Lafosse, Matthieu Reynaert, Thomas Bidegain, Joachim Lafosse, Matthieu Reynaert;2013.08.02;2013.03.19;$5.5K;1h 51m;Distrib Films;;;
INTIMATE STRANGERS;69;86;R;Drama;French (Canada);Patrice Leconte;Christine Gozlan, Alain Sarde;Jérôme Tonnerre;2004.02.06;2004.12.28;$2.1M;1h 43m;Paramount Pictures;Surround, Dolby SRD;Scope (2.35:1);
MY BEST FRIEND;69;75;PG-13;Comedy;French (Canada);Patrice Leconte;;Jérôme Tonnerre, Patrice Leconte;2007.07.13;2007.10.16;$1.4M;1h 35m;IFC Films;;;
FILL THE VOID;69;89;PG;Drama;Hebrew;Rama Burshtein;Assaf Amir;Rama Burshtein;2013.05.24;2013.09.24;$1.8M;1h 30m;Sony Pictures Classics;;;
REALITY;69;80;R;Comedy, Drama;Italian;Matteo Garrone;Matteo Garrone, Jean Labadie, Domenico Procacci, Bernard Tanguy, Jean-Charles Mille;Matteo Garrone, Ugo Chiti, Massimo Gaudioso, Maurizio Braucci;2013.03.15;2013.08.13;;1h 55m;Oscilloscope Pictures;;;
THIS IS NOT A FILM;69;97;None;Documentary;Persian;Jafar Panahi, Mojtaba Mirtahmasb;Jafar Panahi;Jafar Panahi;2012.03.02;2013.02.26;$75.5K;1h 15m;Palisades Tartan;;;
THE MILK OF SORROW;69;78;None;Drama;Spanish;Claudia Llosa;Antonio Chavarrías, Claudia Llosa, José María Morales;Claudia Llosa;2010.08.27;2015.10.01;$10.4K;1h 34m;Olive Films;;;
THE TRIBE;69;88;None;Crime, Drama;Ukrainian;Miroslav Slaboshpitsky;;Miroslav Slaboshpitsky;2015.06.19;2017.02.23;$149.8K;2h 10m;Drafthouse Films;;;
I AM LOVE;68;81;R;Drama, Romance;Italian;Luca Guadagnino;Luca Guadagnino, Tilda Swinton;Barbara Alberti, Ivan Cotroneo, Walter Fasano, Luca Guadagnino;2010.06.18;2010.10.12;$5.0M;1h 59m;Magnolia Pictures;;;
THE TIME THAT REMAINS;68;86;None;Drama, History;Arabic;Elia Suleiman;Michael Gentile, Elia Suleiman;Elia Suleiman;2011.01.07;2012.04.24;$18.7K;1h 49m;IFC Films;;;
MOUNTAINS MAY DEPART;68;90;None;Drama;Chinese;ZhangKe Jia;Shozo Ichiyama, ZhangKe Jia, Nathanaël Karmitz, Shiyu Liu, Zhong-lun Ren;ZhangKe Jia;2016.02.12;2016.07.12;$80.4K;2h 12m;Kino Lorber;;;
MADEMOISELLE CHAMBON;68;82;None;Drama;French (Canada);Stéphane Brizé;Miléna Poylo, Gilles Sacuto;Stéphane Brizé, Florence Vignon, Stéphane Brizé, Florence Vignon;;2010.12.07;$530.4K;1h 41m;;;;
WHO KNOWS?;68;86;PG-13;Romance, Comedy;French (Canada);Jacques Rivette;;;2001.09.28;2012.07.10;$907.3K;2h 34m;Sony Pictures Classics;Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR;Flat (1.85:1);
PARADISE: LOVE;68;78;None;Drama;German;Ulrich Seidl;Philippe Bober, Christine Ruppert, Ulrich Seidl;Ulrich Seidl, Veronika Franz;;2013.08.06;$23.8K;2h 0m;;;;
THE DOUBLE HOUR;68;82;None;Drama, Mystery & Thriller;Italian;Giuseppe Capotondi;Francesca Cima, Nicola Giuliano;Alessandro Fabbri, Ludovica Rampoldi, Stefano Sardo;2011.04.15;2012.04.03;$1.5M;1h 35m;Samuel Goldwyn Company;;;
VINCERE;68;91;None;Biography, History, Drama;Italian;Marco Bellocchio;Mario Gianani;Marco Bellocchio, Daniela Ceselli;2010.03.19;2010.07.27;$615.3K;2h 8m;IFC Films;;;
JULIA'S EYES;68;90;None;Mystery & Thriller, Horror;Spanish (Spain);Guillem Morales;;Guillem Morales, Oriol Paulo;;2011.12.20;;1h 52m;;;;
OUR LADY OF THE ASSASSINS;68;78;R;Drama, Lgbtq+;Spanish;Barbet Schroeder;Margaret Ménégoz, Jaime Osorio Gómez, Barbet Schroeder;Fernando Vallejo;2001.09.07;2002.03.26;;1h 41m;Paramount Pictures;Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR;Flat (1.85:1);
SALOUM;67;96;None;Horror, Mystery & Thriller, Action;French (France);Jean Luc Herbulot;Pamela Diop;Jean Luc Herbulot, Pamela Diop;2022.09.02;2022.09.08;$3.9K;1h 24m;IFC Midnight;;;
MAD GOD;67;93;None;Horror, Fantasy, Animation, Adventure;;Phil Tippett;Phil Tippett;Phil Tippett;2022.06.16;2022.06.16;$322.4K;1h 23m;;;Flat (1.85:1);
THE PAGE TURNER;67;77;None;Drama, Mystery & Thriller;French (Canada);Denis Dercourt;;;;2014.03.04;$208.7K;1h 25m;;;;
CIRCUMSTANCE;67;86;R;Drama, Lgbtq+;Persian;Maryam Keshavarz;Maryam Keshavarz, Karin Chien;Maryam Keshavarz;2011.08.26;2011.12.13;$452.6K;1h 45m;Roadside Attractions;;;
NEON BULL;67;88;None;Drama;Portuguese (Brazil);Gabriel Mascaro;Rachel Daisy Ellis;Gabriel Mascaro, Marcelo Gomes;2016.04.08;2016.09.06;$23.0K;1h 43m;Kino Lorber;;;
HOW I ENDED THIS SUMMER;67;79;None;Drama;Russian;Aleksei Popogrebsky;Roman Borisevich, Aleksandr Kushaev;Aleksei Popogrebsky;;2011.05.10;$8.1K;2h 4m;;;;
THE VILLAINESS;66;85;None;Action;Korean;Jeong Byeong-gil;;Jeong Byeong-gil, Jeong Byeongsik;2017.08.25;2017.11.21;$27.7K;2h 9m;Well Go USA;;;
A CHRISTMAS TALE;66;86;None;Holiday, Comedy, Drama;French (France);Arnaud Desplechin;Pascal Caucheteux;Emmanuel Bourdieu, Arnaud Desplechin;2008.11.14;2009.10.27;$1.1M;2h 30m;IFC Films;;;
ATLANTICS;66;96;None;Drama;Wolof;Mati Diop;Rémi Burah, Michel Merkt, Olivier Père, Judith Lou Lévy, Eve Robin;Mati Diop, Olivier Demangel;2019.11.15;2019.11.29;;1h 45m;Netflix;;;
GOODNIGHT MOMMY;66;85;R;Horror, Mystery & Thriller;German;Veronika Franz, Severin Fiala;Ulrich Seidl;Veronika Franz, Severin Fiala;2015.09.11;2015.12.15;$1.2M;1h 40m;Radius TWC;;;
THE MOUSTACHE;66;86;None;Drama;Chinese;Emmanuel Carrère;Anne-Dominique Toussaint;Jérôme Beaujour, Emmanuel Carrère;;2006.10.03;;1h 26m;;Dolby;;
SPRINGTIME IN A SMALL TOWN;66;86;PG;Drama, Romance;Chinese;Zhuangzhuang Tian;William Kong, Xiaowan Li, Yatming Tang;Mu Fei, Tianji Li, Cheng Ah;2002.10.09;2004.12.14;$42.3K;1h 56m;Palm Pictures;Surround;;
LU OVER THE WALL;66;78;PG;Kids & Family, Fantasy, Adventure, Comedy, Anime;Japanese;Masaaki Yuasa;Junnosuke Itô, Yuka Okayasu;Reiko Yoshida, Masaaki Yuasa;;2019.03.07;;1h 47m;;Dolby Digital;;
THE THIRD MURDER;66;87;None;Crime, Drama, Mystery & Thriller;Japanese;Hirokazu Koreeda;;Hirokazu Koreeda;2018.07.20;2018.11.13;$89.3K;2h 5m;Film Movement;Dolby Digital;Scope (2.35:1);
ON THE BEACH AT NIGHT ALONE;66;92;None;Drama;Korean;Hong Sang-soo;Hong Sang-soo;Hong Sang-soo;2017.11.17;2018.05.10;$37.5K;1h 41m;Cinema Guild;;;
THE WAVE;65;83;R;Mystery & Thriller, Adventure, Action;Norwegian;Roar Uthaug;Martin Sundland, Are Heidenstrom;John Kåre Raake, Harald Rosenløw-Eeg;2016.03.04;2016.06.21;$176.6K;1h 45m;Magnolia Pictures;Dolby Atmos;Scope (2.35:1);
GLORIA;65;100;R;Drama, Romance;Spanish;Sebastián Lelio;Juan de Dios Larraín, Pablo Larraín, Luis Collar, Gonzalo Maza;Sebastián Lelio, Gonzalo Maza;2014.01.17;2014.04.29;$2.1M;1h 49m;Roadside Attractions;;;
THE WITNESSES;65;86;None;Drama;French (Canada);André Téchiné;Saïd Ben Saïd;André Téchiné, Laurent Guyot, Viviane Zingg;;2009.11.24;$77.3K;1h 54m;;Dolby Digital, DTS;;
FIRE AT SEA;65;95;None;Documentary;Italian;Gianfranco Rosi;Donatella Palermo, Gianfranco Rosi;Gianfranco Rosi;2016.10.21;2017.03.21;$114.0K;1h 48m;Kino Lorber;;;
THE YOUNG LIEUTENANT;64;78;None;Crime, Drama;French (France);Xavier Beauvois;Pascal Caucheteux;Xavier Beauvois, Guillaume Bréaud, Cédric Anger, Jean-Éric Troubat;;2007.04.10;;1h 54m;;Dolby Digital;;
OUTSIDE THE LAW;64;76;R;History, Drama, Action;French (France);Rachid Bouchareb;Jean Bréhat;Rachid Bouchareb, Rachid Bouchareb;;2011.08.02;;2h 18m;;;;
WHITE MATERIAL;64;86;None;Drama;French (France);Claire Denis;Pascal Caucheteux;Claire Denis, Marie N'Diaye;2010.11.19;2011.04.12;$302.8K;1h 45m;IFC Films;Dolby Digital;;
OSS 117: LOST IN RIO;63;75;None;Comedy, Action, Adventure;French (France);Michel Hazanavicius;Éric Altmayer, Nicolas Altmayer;Jean-François Halin, Michel Hazanavicius;;2009.12.22;$87.4K;1h 41m;;;;
THE BIG PICTURE;63;86;None;Drama;French (Canada);Éric Lartigau;Pierre-Ange Le Pogam;Stéphane Cabel, Laurent De Bartillat, Éric Lartigau, Laurent De Bartillat, Éric Lartigau, Stéphane Cabel;;2011.01.04;$158.4K;1h 54m;;;;
O'HORTEN;63;91;PG-13;Comedy, Drama;Norwegian;Bent Hamer;Bent Hamer;Bent Hamer;2009.05.22;2009.09.22;$301.9K;1h 29m;Sony Pictures Classics;Dolby Digital;;
SECRET BALLOT;63;83;G;Comedy;Persian;Babak Payami;Marco Muller, Babak Payami;Babak Payami, Mohsen Makhmalbaf;2002.08.09;2017.03.08;$114.2K;1h 45m;Sony Pictures Classics;Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR;Flat (1.85:1);
THE GERMAN DOCTOR;63;75;PG-13;Mystery & Thriller, Drama;Spanish;Lucía Puenzo;Gudny Hummelvoll, Stan Jakubowicz, Axel Kuschevatzky, José María Morales;Lucía Puenzo;;2014.08.19;$414.9K;1h 33m;;;;
EASY MONEY;63;86;R;Mystery & Thriller, Crime, Drama;Swedish;Daniel Espinosa;Fredrik Wikström;Maria Karlsson;2012.07.11;2013.03.26;$188.9K;1h 59m;Weinstein Co.;;;
LA LLORONA;62;96;None;Crime, Drama, Horror, Mystery & Thriller;Spanish;Jayro Bustamante;Jayro Bustamante, Gustavo Matheu, Georges Renand, Marina Peralta;Jayro Bustamante, Lisandro Sanchez;;2020.08.06;;1h 37m;;;Scope (2.35:1);
DETECTIVE DEE AND THE MYSTERY OF THE PHANTOM FLAME;62;80;PG-13;Mystery & Thriller, Action, History, Drama;Chinese;Hark Tsui;Peggy Lee, Nansun Shi, Hark Tsui;Kuo-fu Chen, Jialu Zhang;2011.09.02;2011.12.13;;2h 3m;Indomina;;;
SHALL WE KISS?;62;78;None;Comedy, Romance;French (Canada);Emmanuel Mouret;;Emmanuel Mouret;2009.03.27;2010.02.23;$535.4K;1h 42m;Music Box Films;;;
POLINA;62;85;None;Drama;French (France);Valérie Müller, Angelin Preljocaj;Maxim Ajjawi, Gaëlle Bayssière, Didier Creste;Valérie Müller;2017.08.25;2017.11.07;$165.2K;1h 48m;Oscilloscope Laboratories;;Scope (2.35:1);
EVERYONE ELSE;62;88;None;Drama, Romance;German;Maren Ade;Maren Ade, Dirk G. Engelhardt, Janine Jackowski;Maren Ade;2010.04.09;2010.10.26;$101.3K;1h 59m;Cinema Guild;;;
YOUNG & BEAUTIFUL;61;74;None;Drama;French (France);François Ozon;Éric Altmayer, Nicolas Altmayer;François Ozon, François Ozon;2014.04.25;2014.08.26;$48.0K;1h 35m;IFC Films;;;
EVERYBODY KNOWS;61;78;R;Mystery & Thriller, Crime, Drama;Spanish (Spain);Asghar Farhadi;Alexandre Mallet-Guy, Álvaro Longoria;Asghar Farhadi;2018.11.30;2019.05.07;$2.6M;2h 13m;Focus Features;Dolby Digital;Flat (1.85:1);
HATCHING;61;92;None;Horror;Finnish;Hanna Bergholm;Mika Ritalahti, Nico Ritalahti, Nima Yousefi;Ilja Rautsi;2022.04.29;2022.05.17;$182.8K;1h 27m;IFC Midnight;;Flat (1.85:1);
THE SADNESS;61;89;None;Horror;Chinese;Rob Jabbaz;David Barker, Wei-Chun Li, Jeffrey Huang;Rob Jabbaz;;2022.05.12;;1h 39m;;;;
LAMB;61;86;R;Horror, Fantasy, Mystery & Thriller;Icelandic;Valdimar Jóhannsson;Peter Gustafsson, Hronn Kristinsdottir, Sara Nassim, Jan Naszewski, Erik Rydell, Klaudia Śmieja-Rostworowska;Valdimar Jóhannsson, Sjón;2021.10.08;2021.10.28;$2.0M;1h 46m;A24;;Scope (2.35:1);
MURINA;61;91;None;Drama;Croatian;Antoneta Alamat Kusijanovic;Zdenka Gold, Danijel Pek, Martin Scorsese, Rodrigo Teixeira;Antoneta Alamat Kusijanovic, Frank Graziano;2022.07.08;2022.09.13;$55.8K;1h 34m;Kino Lorber;;Scope (2.35:1);
A SCREAMING MAN;61;88;None;Drama;French (Canada);Mahamat-Saleh Haroun;Florence Stern;Mahamat-Saleh Haroun, Mahamat-Saleh Haroun;2011.04.13;2011.08.02;$9.9K;1h 32m;Film Movement;;;
THE FATHER OF MY CHILDREN;61;90;None;Drama;French (Canada);Mia Hansen-Løve;Oliver Damian, Philippe Martin, David Thion;Mia Hansen-Løve, Mia Hansen-Løve;2010.05.21;2011.03.29;$144.0K;1h 50m;IFC Films;;;
THE NEW GIRLFRIEND;61;80;R;Mystery & Thriller, Comedy, Drama;French (Canada);François Ozon;Éric Altmayer, Nicolas Altmayer;François Ozon, François Ozon;2015.09.18;2016.07.02;$130.3K;1h 47m;Cohen Media Group;;;
TROPHY WIFE;61;83;R;Comedy;French (France);François Ozon;Éric Altmayer, Nicolas Altmayer;François Ozon, François Ozon;2011.03.25;2011.07.19;$1.6M;1h 43m;Music Box Films;;;
AZOR;60;98;None;Drama, Mystery & Thriller;French (France);Andreas Fontana;David Epiney, Eugenia Mumenthaler;Andreas Fontana;2021.09.10;2021.12.03;$53.3K;1h 40m;MUBI;;;
PIGGY;60;92;None;Horror, Mystery & Thriller, Drama;Spanish (Spain);Carlota Pereda;Merry Colomer, David Atlan-Jackson;Carlota Pereda;2022.10.07;2022.10.14;$51.0K;1h 30m;Magnet Releasing;;;
FLIGHT OF THE RED BALLOON;60;82;None;Drama;French (Canada);Hsiao-hsien Hou;François Margolin, Kristina Larsen;Hsiao-hsien Hou, François Margolin;2008.04.04;2008.10.21;$459.4K;1h 54m;IFC First Take;Dolby Digital;;
LIKE SOMEONE IN LOVE;60;83;None;Drama;Japanese;Abbas Kiarostami;Charles Gillibert, Nathanaël Karmitz, Abbas Kiarostami;Abbas Kiarostami;2013.02.15;2014.05.20;$221.4K;1h 49m;IFC Films;;;
HAPPY, HAPPY;60;85;R;Comedy, Drama;Norwegian;Anne Sewitsky;Synnøve Hørsdal;Ragnhild Tronvoll;2011.09.16;2012.01.24;$45.2K;1h 28m;Magnolia Pictures;Dolby SRD;;
POLICE, ADJECTIVE;60;79;None;Drama;Romanian;Corneliu Porumboiu;Corneliu Porumboiu;Corneliu Porumboiu;2009.12.23;2011.08.30;$48.3K;1h 50m;IFC Films;;;
LADY CHATTERLEY;59;77;R;Romance, Drama;French (Canada);Pascale Ferran;Gilles Sandoz;Pascale Ferran, Roger Bohbot, Pierre Trividic, Pierre Trividic;2007.06.22;2007.12.04;$687.4K;3h 40m;;;;
THE GRANDMASTER;59;78;PG-13;Biography, Drama;Chinese;Kar-Wai Wong;Jacky Yee Wah Pang;Zou Jingzhi, Xu Haofeng;2013.08.23;2013.11.12;$6.6M;2h 10m;Weinstein Co.;;;
THE BRIDESMAID;59;93;None;Mystery & Thriller;French (Canada);Claude Chabrol;Antonio Passalia, Patrick Godeau;Pierre Leccia, Claude Chabrol;;2007.03.20;$111.1K;1h 50m;;;;
THE LAST MISTRESS;59;77;None;Drama;French (France);Catherine Breillat;Jean-François Lepetit;Catherine Breillat;2008.06.27;2017.01.30;$785.0K;1h 44m;IFC First Take;Dolby;;
MY MOTHER;59;84;R;Comedy, Drama;Italian;Nanni Moretti;Nanni Moretti, Domenico Procacci;Nanni Moretti, Francesco Piccolo, Valia Santella;2016.08.26;2016.11.16;$301.7K;1h 46m;Music Box Films;;;
CLOUD 9;58;89;None;Drama, Romance;German;Andreas Dresen;Peter Rommel;Andreas Dresen, Jörg Hauschild, Laila Stieler, Conny Ziesche;2009.08.14;2009.07.28;$91.3K;1h 38m;Music Box Films;;;
FAREWELL, MY QUEEN;56;93;R;Drama;French (Canada);Benoît Jacquot;Jean-Pierre Guérin, Kristina Larsen, Pedro Uriol;Benoît Jacquot, Gilles Taurand;;2013.01.15;$1.3M;1h 40m;;;;
THE FAIRY;56;90;None;Comedy, Drama, Romance;French (France);Dominique Abel, Fiona Gordon, Bruno Romy;Charles Gillibert, Marin Karmitz, Dominique Abel, Fiona Gordon;Dominique Abel, Fiona Gordon, Bruno Romy, Dominique Abel;2012.02.24;2016.02.18;$38.4K;1h 34m;Kino Lorber;;;
