,x,y,label,title
0,-0.10323285249468639,0.0331060805692938,1,The Godfather
1,-0.11933139783056197,0.17906103228848727,1,The Shawshank Redemption
2,-0.14475459318578401,0.11526910229575041,1,Schindler's List
3,-0.008977310917298873,0.2629620342219791,1,Raging Bull
4,0.17886200835692462,0.01944684016572517,1,Casablanca
5,-0.057142681662390046,0.10439276717578137,1,One Flew Over the Cuckoo's Nest
6,0.05542474270659654,0.010536923694014943,1,Gone with the Wind
7,-0.0036277142133252843,-0.06176821115811146,1,Citizen Kane
8,-0.023370989320553613,0.14908703766574322,1,The Wizard of Oz
9,-0.04745676907990139,-0.18370409403802582,1,Titanic
10,0.18241400469886326,0.22143109656244192,1,Lawrence of Arabia
11,-0.07611957868151055,0.0418990140448971,1,The Godfather: Part II
12,0.0915560062535808,0.04101677174284981,1,Psycho
13,0.20431507354817444,0.05854896157935335,1,Sunset Blvd.
14,0.1322878181373299,-0.04087588342358679,1,Vertigo
15,-0.06559672766024915,0.08257138493960242,1,On the Waterfront
16,0.015861451552978672,-0.05665240294442377,1,Forrest Gump
17,0.21113344349259852,-0.2086995766604633,0,The Sound of Music
18,0.1796025962924724,-0.0427528472973666,1,West Side Story
19,-0.0013076416730718441,0.20649067555563097,1,Star Wars
20,-0.014358622378581855,0.10273435654238997,1,E.T. the Extra-Terrestrial
21,-0.0749736727185996,0.20396653991067712,1,2001: A Space Odyssey
22,-0.1657325459298395,0.10178829527068298,1,The Silence of the Lambs
23,0.23693014802573245,0.021947499219037304,1,Chinatown
24,0.2524415601336854,0.1847348594350161,1,The Bridge on the River Kwai
25,0.2885397315012135,0.16376455535113557,1,Singin' in the Rain
26,-0.22230585209848047,-0.08273695360647403,1,It's a Wonderful Life
27,0.007359740847582248,0.02884360720212106,1,Some Like It Hot
28,0.14686643589096718,0.020692725383958256,1,12 Angry Men
29,0.2574185763781506,0.21802671441422156,1,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
30,0.03590094360116195,-0.15681116533724634,1,Amadeus
31,0.21262497415913276,0.23921563269631704,1,Apocalypse Now
32,0.22962816269257497,0.07550867362621926,1,Gandhi
33,0.06782933984735982,0.19247671546589792,1,The Lord of the Rings: The Return of the King
34,0.04582526683678206,0.26189847365586605,1,Gladiator
35,0.13821676611622186,0.1270185168366801,1,From Here to Eternity
36,0.07476489347150385,0.1546387500157163,1,Saving Private Ryan
37,-0.10803058640666499,0.0821134772554337,1,Unforgiven
38,0.1596608802905589,0.14763600028789184,1,Raiders of the Lost Ark
39,-0.0209388716652266,0.043468753254755674,1,Rocky
40,-0.052828111183675495,0.19716151588895028,1,A Streetcar Named Desire
41,0.24109680519169152,-0.04248910984368847,1,The Philadelphia Story
42,-0.07087939280875016,-0.008560694656774009,1,To Kill a Mockingbird
43,-0.09628235653279825,0.138257233610092,1,An American in Paris
44,0.019869636690157396,-0.02945382689084495,1,The Best Years of Our Lives
45,-0.02896051969526408,-0.0366909928232351,1,My Fair Lady
46,0.06321939787522568,-0.014522018428870935,1,Ben-Hur
47,0.008876556375968238,0.007792163928820029,1,Doctor Zhivago
48,0.25749856868834614,0.2723069210669845,1,Patton
49,0.03969024770004717,0.19040579493290904,1,Jaws
50,-0.06234870166064503,-0.07911960126373913,1,Braveheart
51,0.08817248979247506,0.23224158046772672,1,"The Good, the Bad and the Ugly"
52,0.0845181747754284,0.2709180475637797,1,Butch Cassidy and the Sundance Kid
53,0.17576985098799547,0.16760496967671876,1,The Treasure of the Sierra Madre
54,0.252651154641096,0.08779053903650616,1,The Apartment
55,0.12819964525799502,0.1972945519810078,1,Platoon
56,0.006318027572388671,0.3194600563501175,1,High Noon
57,-0.07290717393572033,0.229404766629682,1,Dances with Wolves
58,0.0012164628046199006,0.17446157600527906,1,The Pianist
59,-0.13926083066878567,0.0399368338415703,1,Goodfellas
60,0.08623541827645916,-0.03961532750688321,1,The Exorcist
61,0.09144273509721305,0.16852415026595202,1,The Deer Hunter
62,0.14578699780279514,0.2440983470701271,1,All Quiet on the Western Front
63,0.06545185446482997,0.22930224658025752,1,The French Connection
64,-0.2502570815315115,0.010955180372306837,1,City Lights
65,-0.02164431647630709,0.325103806312029,1,The King's Speech
66,0.10518602514720334,-0.15037324800610188,1,It Happened One Night
67,0.2793388947548773,-0.10214421583516978,1,A Place in the Sun
68,0.04211345540700082,-0.0741991914434611,1,Midnight Cowboy
69,-0.1485646251220978,0.25020756412739664,1,Mr. Smith Goes to Washington
70,-0.13536385064212783,-0.01966032323072521,1,Rain Man
71,0.13752180048948043,-0.11555938288180571,1,Annie Hall
72,-0.08030421190069868,-0.06232690102810117,1,Out of Africa
73,0.002544839603924714,-0.0831139029022954,1,Good Will Hunting
74,0.05639353841083948,-0.11397677393356555,1,Terms of Endearment
75,-0.0030783103824250013,-0.0006227728918537685,1,Tootsie
76,0.037479196956999805,0.07550190472597848,1,Fargo
77,-0.1556768184593493,0.029941982690243018,1,Giant
78,-0.20390616852033075,0.1302714717337486,1,The Grapes of Wrath
79,0.2926276088879524,0.11642319963383725,1,Shane
80,-0.05665394589727152,0.281310899199056,1,The Green Mile
81,0.038000125482188354,0.1390214550108454,1,Close Encounters of the Third Kind
82,0.29245887082878,0.05687943235273452,1,Network
83,-0.06696105552199287,0.13381879645675424,1,Nashville
84,0.11423285776350474,-0.04963080252893475,1,The Graduate
85,-0.10810306170095152,0.114454878091648,1,American Graffiti
86,0.015984532484903696,0.10182726300406374,1,Pulp Fiction
87,0.16223519086857965,0.2697709744832197,1,The African Queen
